username,date,score,review
WavyLeaf,"Mar 9, 2024",7,"Nowhere near as bad or as good as some people made it out to seem. It's an enjoyable game that has flaws in the story, but the gameplay is even better in this game than the first"
Kronh,"Mar 9, 2024",10,"Some of the best experience i had in my life, a deep réflexion on the human condition"
AlanBR1998,"Mar 8, 2024",0,"Jogo horrível, bonito graficamente mas extremamente chato, escriptado e com gameplay no máximo mediana. A estória não só é uma desgraça completa como também é contada da pior forma possível. TERRIBLE GAME."
Kaivon83,"Mar 8, 2024",10,"Played this game in 2021 and I have to say… this game is a true masterpiece of its time . I have updated the ps5 and I actually feel I’m in a movie . This game has a beautiful emotional storyline and also exceeds the first one . Better gameplay , better bosses .. etc. Some critics are just weird. This is probably the best game ever created next to GOD OF WAR :Ragnarok"
javierafr87,"Mar 7, 2024",9,[SPOILER ALERT: This review contains spoilers.]
ShortSnake6789,"Mar 3, 2024",0,[SPOILER ALERT: This review contains spoilers.]
Danimelou,"Mar 3, 2024",8,"Increíble juego con una historia increíble y magistralmente contada que te lleva a tener sentimientos encontrados.
Te mantiene en tensión durante toda la aventura.
Mejora en todo a su antecesor."
Rageatgames10,"Mar 3, 2024",1,"The game did the cheapest thing that any game could have in the story. To have something they do ****. **** has no meaning, and no story so they do what they did in this game. Its cheap. Its bad. And the fact they did fake reviews to buy this rubbish game is phenomenal. People seem to accept this as a story so no real story will ever happen. A lot of movies reworked the graph, story everything if they hint something about it and people dont like it. But these people dont care at all. Boring ahh story. Just look at the writer... A manchild. The map design is bad too."
JacksonsFor,"Mar 3, 2024",2,"One day an amateur writer woke up, and decided to ruin a franchise, and write the worst story ever. The game got better at graphics, mechanics, gameplay, and they did good with the characters. Only the writer is sadly a manchild that got bullied in school, and now he can give revenge by ruining what people love. Nobody will buy any game from this series. I refuse to believe this game is the second part. Everybody even the cast hated this writing. And every sane person knows it is cheap, and not written well. Anything else a good sacrifice would have been better. Bad story. Even my cheap ass book is better than this."
shenmue2,"Mar 2, 2024",10,"De mis favoritos de la historia, por supuesto entra en el Top 3 de todo el mundo"
