username,date,score,review
epyc_ryze,"Oct 20, 2023",10,"As a co-op shooter, the game simply has no competition in this form. It may not be the best part of the series and open world is simply not for Halo, but the gameplay and gunplay are still absolutely top class. The game is so much fun in coop and graphics and sound are really good."
AngainorG7,"Mar 16, 2024",10,Best multiplayer ever. Addictive and beautiful. Great campaign. The future of Halo is bright. It can only go up from here.
ebodur,"Mar 9, 2024",8,Captures the essence of classic Halo with a modern twist. Needs more depth and content to truly stand out.
AlanBR1998,"Mar 8, 2024",9,"Excelente o fato deles terem trazido os mapas abertos de volta, gameplay sensacional, enredo bom mas poderia ser melhor, no geral, muito bom jogo!"
HomicideJake,"Mar 3, 2024",10,"Halo Infinite is amazing return to roots for the Halo games, the gameplay is the closest to older Halo titles with its modernized movement makes it a stand out experience for Halo games. The return to classic aesthetics and design is also a very welcome return. Spartan customization is the best it has ever been in any game to date and PvP is extremely fun and competitive. 

As for the Campaign it’s a stellar experience, good fun boss fights and its well designed encounters with an extremely fun sandbox make it feel very enjoyable and even more so with friends. Most people will complain about the open world part of it but it’s fun to explore with the grapple hook and look at the gorgeous scenery. It’s also good to see Chief be humanized in the story and the buildup for the next game is amazing. 10/10."
V1RG1L,"Mar 2, 2024",9,"Campaign is excellent, polished and provides excellent replay value. Multiplayer has become very polished, with a variety of game modes and great competitive play."
TSM715,"Feb 22, 2024",10,"The first proper good Halo game by 343 studios. The best gunplay in the series to date with a great story, multiplayer is fun and well supported."
wigsplit,"Feb 13, 2024",6,reallyadverage open world with an adverage story and good gunplay. The Graphics and Ai are also good.
AtomosFabian,"Feb 11, 2024",1,They have ruined the halo saga created by Bungie.  a game that was released half finished without much content
N64Lizard,"Feb 10, 2024",0,"Games ass. No point in playing, lacklustre campaign and multiplayer. 343 aren’t it."
danar,"Feb 10, 2024",1,بیهێنە بەرچاوت جیهانێکی سیحراوی پڕ لە سەرگەرمی و ڕەنگی گەشاوە، کە تێیدا بە فەزای فراواندا دەگەڕێیت کە پڕن لە مەتەڵ و تەحەدای سەرنجڕاکێش.  ئەم یارییە ئەزموونێکی گەڕانی سەرسوڕهێنەر پێشکەش دەکات، کە دەتوانیت جیهانە هەمەچەشنەکانی پڕ لە خەیاڵ و داهێنان بگەڕێیت.  بە مۆسیقایەکی زیندوو و دیزاینە گرافیکییە سەرسوڕهێنەرەکان، خۆت دەبینیتەوە کە نوقم بوویت لە جیهانێکی سیحراوی و جێگرەوەی نەگیراودا.  یارییەکە دەرفەتت پێدەدات لەگەڵ کارەکتەرە نایابەکان کارلێک بکەیت و مەتەڵە زیرەکەکان چارەسەر بکەیت، هەموو ساتێک پڕ لە خۆشی و وروژاندن دەکات.
BoxCow,"Feb 9, 2024",6,[SPOILER ALERT: This review contains spoilers.]
AD1212,"Feb 9, 2024",8,"A very solid game with a solid Single Player and an addictive Multiplayer. It is fast paced, has good weapon variety, and a huge following that will support the game for years on end. The problem is that 343i is still at the helm and they did a lot of crap that they did in Halo 5 that no one really liked. The multiplayer while fun is still spare in content and game modes. I hate how in modern gaming people think it's ok to release games unfinished or half assed and expect us to be ok with waiting forever on some updates that might make the game complete or whole again. Unfortunately while Halo Infinite is a good game it is one of the biggest offenders of this trend."
GorineitorAkagi,"Feb 8, 2024",10,"El mejor juego de campaña con coop y un multijudaro genial , me gustan mucho la skins que estan poniendo , el multi va muy bien me encuentra partida en 30 segundos"
sacroyalty,"Feb 5, 2024",10,"I played this some on launch and recently came back to it. It is a smooth game, with a lot going for it and it's free which is wild!

I enjoyed my time playing custom games, plus original feeling Halo high paced action."
Funky_Nick,"Feb 1, 2024",10,Best 343 halo out there. The new spirit of fire update 10/10. I do want them to bring back entrenched though.
9696115,"Jan 31, 2024",10,Undoubtedly one of the best halo games. By far 343's best halo game. The online has been worked on hard by the devs and is now the best online game i have ever played. I highly recomend this game
RECSTON,"Jan 30, 2024",10,STUPENDO!!!Non ho mai visto un gioco dallo stile di battaglia cosi' bello!!!
JuanFer080,"Jan 27, 2024",10,"Jugué toda la saga de Halo desde sus inicios, cada entrega evolucionaba, unas mejores que otras, pero Halo Infinite me parece una obra maestra, la evolución que tuvo con Halo 5 fue brutal, tiene cosas mejorables como más biomas, pantalla dividida pero el salto que dio lo compensa, muchos se quejan, pero la verdad no se puede negar el gran trabajo técnico, artístico y la calidad que hay de tras de este gran juego."
21Sacraments,"Jan 25, 2024",4,"Worst netcode in the franchise. Story ****, but gameplay itself isn't that bad to play. Still can't give it a good score, when every match to play online is a struggle"
AcSteez,"Jan 22, 2024",0,"Jeu exécrable : gameplay très mauvais, j’ai passé 5h sur le jeu je n’ai absolument pas aimé je ne comprends pas comment on peut aimer ce jeu.."
Kurraama,"Jan 20, 2024",0,Mais qu'est-ce qui est arrivé à cette licence ? honteux de pondre un jeu comme ça !
draggor7,"Jan 22, 2024",0,"Malgré son héritage prestigieux et ses attentes colossales, le jeu se trouve assailli de lacunes notoires, ternissant l'éclat de son prédécesseur. Autrement dit, une belle daube."
PacMan12,"Jan 22, 2024",10,[SPOILER ALERT: This review contains spoilers.]
hasibrahmann,"Jan 22, 2024",8,The campaign is good but I wished there were more variety to the locations . The combat is pretty fun as well
DoctorWhoTen08,"Jan 21, 2024",0,C'est quoi ce jeu pas ouf qu'il on pondu c'est une honte pour cette licence
Antonindjardin,"Jan 21, 2024",0,"Pour faire plaisir au Snow, un beau 0. Pourtant je suis un joueur xbox mais il faut rétablir la vérité. À voter."
Assassino574,"Jan 21, 2024",0,"Juste pour mettre mon vote et faire baisser la note, mes j'ai quand même mis 1"
Posseidon,"Jan 20, 2024",0,"Mr snow a dit qu'il est nul donc !!!!!!!!!!!













































































....."
SnowFR,"Jan 21, 2024",8,On peut aussi mettre des 10 faciles hein ¨Monsieur Jonathan et moi je n'ai pas été payer par Xbox HEIN
Spartykiki,"Jan 21, 2024",0,"Désolé mon Snow , tu fais honneur à papa Spencer tel Jin Sakai envers son tonton Shimura, mais Halo quoi..."
linkgarou,"Jan 21, 2024",1,"Je mets 1 pour le gameplay qui est extraordinaire, mais tout le reste est à jeter. Infinite a une campagne encore plus claquée que celle de Halo 5 et le multijoueurs manque toujours de modes et de cartes malgré les nombreuses majs. Et puis 343 Industries a annoncé arrêté les saisons récemment, on est donc déjà sur la fin de vie du jeu alors qu'il était prévu pour durer 10 ans x)"
sarcel768,"Jan 20, 2024",0,nul et pas intéressant cette license ne sais pas se renouveler Je préfere encore jouer à pokémon
memus,"Jan 14, 2024",8,"Probably, the first decent Halo campaign since Reach. The game would be even 9/10 if it were more technically polished."
grantmagott,"Jan 7, 2024",8,"Campaign is a huge step forward for 343, not halo 2 or 3 tier campaign but way better than 4 and 5 and I hope for a dlc soon. I haven’t played much multi lately but I still hear that the micro tractions are still pretty crazy, but the multi is still overall good fun like from the old halo games, however the flying vehicles are a bit too OP in my opinion and they NEED to remove SBMM, I’m not that great at the game but when I get a good 15-20 kill game I’m all of a sudden playing against pros the next match."
Netherghul,"Dec 27, 2023",6,"Another disappointment for the Halo Franchise. Even after all the drip fed content it still doesnt live up to its promises. Doesn't feel like Halo at all the progression system (after they finally added it!) isnt rewarding at all. Half of the maps are lazy recreations that play terribly compared to the originals. 343i can not design maps. Halo infinite, forever the horrible 343 wannabe of Halo Reach."
Japan_ab,"Dec 26, 2023",9,"Buen videojuego, masacrado por la desesperación e impaciencia de algunos usuarios con las temporadas del multijugador. Un tirador exquisito. La historia es buena y se acompaña con la intriga de cortana, variedad de enemigos y escenarios. Las texturas y los gráficos son tremendos."
TwoBe,"Dec 24, 2023",7,"Halo Infinite is undoubtedly a fun game that brings back the nostalgia of the early Halo titles. The gameplay is solid, and it's clear that the developers aimed to recapture the essence of the franchise's roots.

The new Cortana design though... is just plain ugly. They took a beloved character and gave her a makeover that's simply unappealing. It's disappointing to see such a drastic departure from the iconic look that fans know and love. They really missed the mark with this one. 

As for the plot, I can't help but feel disappointed by the direction of the story. Frankly, I wish they had taken a different approach after defeating the Flood, the fact they want to fixed their screw up of making the FORERUNNERs evil along with Cortana says it all, honestly they just should start all over."
drlowdon,"Dec 19, 2023",6,"The combat is as satisfying as ever, especially with the addition of the grappling hook, but the generic open world ruins the pacing that made earlier Halo games so entertaining, and you still spend too much time being funnelled down dull grey corridors. 

The multiplayer, whilst not something I’m particularly interested in, offers pretty much what you’d expect from the series."
Raysquizy2003,"Dec 18, 2023",10,This game started off really rough but they have really brand it back. Multiplayer is a blast and the campaign was always good
psmsmd,"Dec 9, 2023",3,Absolute torture! F**k the one shot enemies! Badest triple a shooter series ever!
KingLiamidas,"Dec 8, 2023",9,Journey 9 | Design 9.5 | Immersion 8 | Enjoyment 9 | Engagement 7 | Style 9 | Time Value 8.5
Slimshady211226,"Dec 7, 2023",8,After 2 years still the best fps in recent years . The gameplay is just amazing
AstroWolf123,"Dec 7, 2023",8,"Halo Infinite started rough, but over time it has improved significantly and is now one of my favorite FPS games, movement feels smooth and responsive, I love the graphics, and the gameplay it’s self is amazing."
Marlon54,"Dec 2, 2023",10,coming from halo5 this game feels more like halo campain is really good and boss fight feel smooth i feel the mutiplayer is the best part of this game
vinzerivera,"Nov 29, 2023",10,"A game that since day one the campaign was back to form statement. The semi open world although not to elaborate, is the correct direction for this saga. The story, arts style, physics and over all connecting elements provided a breath of freash air. Multiplayer although a rough start we all know the fantastic state is in."
ElInsqno,"Nov 18, 2023",10,Uno de los mejores juegos de la saga despues del 2 y el 3son muy buenos eventos los unico maloson las microtransacciones ya que los demas halo nl tienen eso del resto es uno de mis titulos favoritos
Americanricher,"Nov 17, 2023",9,"the controls are fine altho they lack a little stiff from the others, also the open world is bad for the series"
tjeff148,"Nov 14, 2023",9,Some of the most fun I've had in a Halo campaign (or a game in general). It's a Halo game with modern but not with the gritty art style 4 and 5 have. So that's pretty damn good if you ask me.
NightWolf_,"Nov 11, 2023",10,[SPOILER ALERT: This review contains spoilers.]
Bibbo_Lele,"Nov 10, 2023",10,"Il miglior FPS fantascientifico. Il 10 è più per affetto personale e per compensare i soliti voti ingiusti, ma oggettivamente è un voto distinto pieno. Sì deve considerare che 343 ha voluto osare, sperimentando l'open world su Halo. Avrebbe potuto dare di più sicuramente, ma forse quello che funziona meno è proprio il mondo aperto. Potrebbe essere nella coerenza del gioco il fatto che ci sia poco movimento in giro (visto che è ambientato su un'anello semi-distrutto e conquistato dagli esiliati), ma dove brilla Halo Infinite è proprio nelle zone più contenute.
La trama della campagna la trovo un pochino migliore di quella del 5. Ho provato quasi dei brividi verso metà /conclusione del gioco, ma sembra quasi ""bruscamente"" interrotta. Il pensiero va ai possibili DLC o campagne aggiuntive che erano previsti per poi essere cancellati. Comunque la voglia di vedere un seguito è tanta, è questo che si prova nel finale, ma dovremmo aspettare parecchio penso.
Il gameplay è un diamante del genere (il gunplay specialmente), anche se nella cura dei dettagli era migliore il 5 : per esempio la ""dashboard"" di mira /mirino di ogni arma , in quest'ultimo, era diversa da arma ad arma. In Infinite invece il mirino è quasi sempre lo stesso, ma il feedback delle armi è davvero appagante.
Il multiplayer non è il mio campo preferito nei giochi, ma quello di Halo è sempre stato l'eccezione. Anche questa volta mi ha preso come pochi, anche se all'uscita aveva meno mappe e meno modalità. 
Nota di demerito (per i miei gusti personali), le mappe dovrebbero essere più coerenti alla campagna del gioco, se uno non conoscesse Halo ed entrasse in una partita di quest'ultimo , farebbe davvero fatica a distinguerlo da altri giochi riguardo le ambientazioni.
Ultima nota di demerito (questa per me vale più di altre), l'assenza della Campagna il COOP-LOCALE!!!
Con mio fratello abbiamo sempre giocato e rigiocato gli Halo con schermo condiviso (tranne il 5 e purtroppo INFINITE), sarebbe bello se un giorno la inserissero di nuovo."
Danclarke1096,"Nov 9, 2023",10,Loved the campaign. Multiplayer also great. Enjoyed the open world and story really enjoyable
SofM59,"Nov 9, 2023",9,[SPOILER ALERT: This review contains spoilers.]
jaaackyboyyy,"Nov 7, 2023",8,Not the best Halo campaign or MP by any means but certainly the best in terms of gameplay.
atainan,"Nov 6, 2023",7,"My first Xbox game, gameplay is quite repeating but there is a deep story in it. Could not get it exactly but I think it is related to not playing other games of the series."
Joseppi97,"Nov 6, 2023",9,Back to form. Far from the best Halo but the best experience we have had since Reach. Need more variety in Campaign though
Carvicedo,"Nov 6, 2023",9,"Acabo de tomar la decisión de darle una oportunidad a la campaña, y puedo asegurarte que es el mejor juego shooter en mucho tiempo. Adrenalina pura, combates frenéticos y realmente el mapa y las misiones secundarias son un gran acierto."
raf42,"Oct 22, 2023",9,[SPOILER ALERT: This review contains spoilers.]
xavierj-86,"Nov 2, 2023",7,"I only played ""Halo 5 Guardians,"" and I liked it. When Halo Infinite was released, I decided to play. Then I finished the game. I have mixed feelings about the game. The multiplayer is OK; the main story is my problem; it's not a bad game, but the campaign open world feels repetitive and vacuum. The gun play is fun, the bosses are good, and the last boss is really hard. But when you go back to doing the side quest, most of the missions are repetitive and easy; above all, when you have the tank, it's like going for a walk. I think the game overall is okay. But in the graphics and design world, Halo 5 is better than Halo Infinite. My final score is 7/10."
m37vin2,"Oct 31, 2023",10,Halo going back to its roots like a true legend!
Angaoc,"Oct 29, 2023",10,"Excelente juego 10 gráficos
10 historia
11 de gameplay"
profilba,"Oct 29, 2023",3,"Story fade!
AD and colors fade too!
Really disappointed by that game. Xbox should brought fresher and bigger work!"
TrickyRikke,"Oct 28, 2023",8,"Writing a review a few years in to say the state of this game (now season 5) is so much better than when it started. A lot has been changed, tweaked, and altered and I love every minute of it. I can't wait to see where this game goes in the future and how it continues to evolve."
ktatosfatih,"Oct 28, 2023",9,"Scenario mode is very enjoyable. The cutscenes and music are very successful. In some campaign missions, interiors have repetitive level **** multiplayer side has the competitive and best gameplay mechanics of this generation."
ccrusher8541,"Oct 25, 2023",10,"Campaign is awesome but multiplayer was mediocre at launch. Its great now though, best fps of the generation."
Hungryghost,"Oct 24, 2023",10,"Después de tanto tiempo se podría decir que Halo esta devuelta, pues en un principio la campaña cumplió las expectativas de los fans,  aportando los suficientes añadidos para que no se sienta como una entrega antigua, sin embargo el apartado multijugador acabó con toda las buenas reseñas que se podrían dar de el, ya que salió en un estado muy verde, con mucho errores y conflictos que produjeron fatiga en los usuarios. Sin embargo a la fecha de esta publicación ya podemos considerar que el apartado multijugador esta mas pulido que nunca, la nuevas temporadas con su contenido han animado a seguir jugando a su amplia base de fans, todo eso porque ciertas funciones que se pedían por fin están disponibles y hacen que el juego se sienta completo"
WezzaB,"Oct 24, 2023",6,"Still not a great game, but certainly an improvement from launch… which isn’t really setting the bar too high."
Lordy_of_bruh,"Oct 23, 2023",10,We rockin' with season 5
Samudrake,"Oct 22, 2023",8,"Bueno juego, mejor que el anterior, pero como que perdió algo de magia, espero una siguiente entrega con un toque mas de magia, pero es muy buen juego"
AKPickleRick,"Oct 22, 2023",10,Season 5 is great
Proteineplus,"Oct 22, 2023",10,"A wonderful game, with an open world that doesn’t feel stale and a good story."
ClosingDragon36,"Oct 22, 2023",9,Fun
KyloScotg,"Oct 21, 2023",9,"Gameplay is outstanding, but is a shame it launched in such an unfished state. Luckily 343 have continued to support it and have turned the overall game from mediocre to fantastic. 7 at launch, 9 with season 5."
MemoryAlex,"Oct 21, 2023",4,"En pleno 2023, a 2 años que salió, hasta el momento solo 5 temporadas, poca variedad de armas, skins, el contenido a crecido muy poco a poco....
El Rendimiento también empeoro, se crashea y se cierra."
Aristeo666,"Oct 20, 2023",10,"Uno de los mejores halo sin duda alguna , una joya que merece ser jugada"
masterchiefxbox,"Oct 20, 2023",10,Better than any fps game ever made on the PlayStation
Jayhawk145,"Oct 20, 2023",8,"The game released as a nightmare,Pvp in shambles, no forge mode and terrible leadership.2 years later where is the game now? It is not only a quality game, it has complete done a 180. The Mulitplayer playlisthas been revamped and is non stop action and fun no matter what game mode you are playing, forge and custom games allow for a break in teh action to give new experiences everytime. Plus the actual Campign itself boosters a good story in the ""soft"" reebot that they were shooting for. And with 343 basically new team and leadership, You have to have hope that Halo is offically BACK"
yekimevol,"Oct 19, 2023",6,"This review is of the campaign and not MP.

To take one of the greatest liner single player  FPS campaign franchises and to change it into a poor imitation of farcry was a very surprising disappointment. Very repetitive environments, boring health bar enemies and the classic halo arsenal hidden behind filler content.

Compare that to the original all the way back in 2001; gorgeous varied environments, perfect gameplay and enticing story."
ShmackingJug,"Oct 19, 2023",9,"this game is nowhere near as perfect as some of the Halo games before it however i believe that the story of this game can stand on its own and that it holds the formula for the Halo games of the future.

when playing online you do seem to spend a while finding a match but when you do you know the round will be fun. at the time of writing season 5 has just been released and is bringing many people back to the game."
mrhayden,"Oct 18, 2023",10,the combat is just like the old game it is amazing don't really to much bad with it i get it was a bit buggy but other then that it's great andin season 5 of the game it's better then it ever was
agent13,"Oct 17, 2023",3,"Halo Infinite is an underwhelming disappointment in both campaign and multiplayer, comparing to other shooter games halo infinite has a dull and unrealistic gunplay and the animations are horrible. the campaign is very tedious because the open world makes it sometimes extremely difficult to reach your objectives as mountains often stop you and I was stuck not knowing where to go. the plot of the game isn't interesting either. the multiplayer becomes boring even faster than the campaign. overall making halo openworld was a huge mistake which ruined the player experience."
Tiedblade,"Oct 17, 2023",8,"Great in so many ways. Let down by poor atmosphere/music. poorly implemented story elements and a lack of diversity. I thought this Halo would re-capture the mystery and comradery of Halo CE. It seems maybe they were heading in the right direction and ran out of time. 
More biomes, more enemy types more special events, a better story, some work on atmosphere/music and set pieces would make this game perfect for me. Instead its just good."
RoninWatari,"Oct 17, 2023",9,Very good campaign and multi-player has come back around. They've improved the multi-player 10 fold. Definitely recommend coming back to give it a try!
Predator86,"Oct 16, 2023",10,A wonderful experience.
Danishabu,"Oct 16, 2023",10,Uno de los mejores juegos la historia enganchay el online súper divertido
Myagiwhoa,"Oct 16, 2023",9,"Definitely the best Halo game from 343. The graphics are actually very nice. Especially with the ability to play at 120fps. The grapple is a game changer and probably the biggest addition from a gameplay perspective the series has had thus far. 

The story is one of the best in the series. Much better story than Halo 5 by far. This game felt like Halo 1 and Halo 3 had a baby

Only thing is they should of released splitscreen co-op for Series X consoles. Series s is the reason we don’t have it because if parity. 

The open world didn’t add much and was really the thing I disliked most. But I wont hold it against them for trying something new. We can’t complain about milking and lack of innovation and not let the devs try new things. 
Now the multiplayer is great heading into season 5. I must say this is then finest Halo since Halo 3."
LeoMorgan,"Oct 13, 2023",8,"ITS THE BEST 343 HALO BY FAR, with that said neither the story, multiplayer, level design, music, or polish is the same asbefr, its structure as an open worldits nothing new but the mechanics and freedom makes it feel likechildhood, and the grapplehook is fun"
Johnnylowfive,"Oct 11, 2023",10,"Best Halo since 3. Adds several things to make it feel modernized but the game is through and through Halo combat and outside GAMEPLAY shouldn't have bearing on the game review.
ABSOLUTELY MUST PLAY FOR ALL FPS/HALO FANS. If it was on PlayStation it would be unbearable to hear the nonstop praise. But it's not a walking sim with 5 hours of cutscenes...."
Jozee,"Oct 9, 2023",7,"Had promise but Halo is a big name to live up to, and Infinite sadly missed the mark"
CCyrax,"Oct 8, 2023",10,"Halo infinite feels like any other halo game and that is good since the master chief adventures are supposed to feel like the problem is getting bigger and bigger and there is always a bigger enemy. The controls and mechanics are quite good, this makes the game feels like a contemporary game. The villain(s) are good, you feel that they'll have their own background story and, of course, their own reasons.
The game is quite good and interesting, also the multiplayer experience is quite good and fun!"
CanyonNerd,"Oct 4, 2023",8,"The multiplayer seems to have finally found its footing nearly 2 years after release. Forge map integration into playlists and the now plethora of game modes has Halo Infinite feeling like Halo again (at least for multiplayer). The new leveling system is a vast improvement from launch and no longer forces to you play specific game types to complete daily challenges. Unfortunately, the upheaval at 343 seems to have taken any glimmer of single player DLC with it, which is a bummer. 

If you haven't played the campaign, it's worth it, but it will leave you wanting more in terms of the potential vs. the outcome. The landscape and enemy bases are recycled throughout the entire map, there's one bland biome, and the ""open world"" is mostly disappointing in terms of discovery (eg Breath of the Wild). At this point, campaign DLC is the only thing in my book that could completely redeem this game from the disaster it was at launch, but something tells it ain't happening."
TheGamerGuide,"Sep 26, 2023",9,"While Halo Infinite's campaign structure is new territory for the series, and will likely divide opinion, it tells a good story, and creates moments that rank it in the top half when it comes to good Halo campaigns. Throw in a phenomenal multiplayer arena and some stellar shooter mechanics, and it's safe to say that 343 has finally put its stamp on the wonderful world of Halo.

TGG – 9 / 10

AUDIO 9/10
Halo Infinite is a blend of old and new when it comes to its score. The old Marty O'Donnell classic riffs are complemented by some new riffs that are clearly heavily influenced by the beats of old, especially Halo 2. It's a very good arrangement, with some solid voice acting to boot.

VISUALS 9/10
Halo Infinite's visuals aren't going to blow you away, that's for sure, but from a purely artistic standpoint, it's a very pretty game. Is it next-gen enough? Probably not, but it’s not a sight for sore eyes. Far from it.

PLAYABILITY 9/10
It's brilliant. There's no other word for it. From a gameplay point of view, Halo Infinite is not only at the top of its game, but one of the best first-person shooters around, from a handling perspective.

DELIVERY 9/10
The open-world campaign is likely to prove divisive, but even beneath the open-world exterior, there's still plenty of narrative-driven and linear sections. Switching structured set pieces for emergent gameplay is certainly a risk, though."
Duffman430,"Sep 26, 2023",9,"The year-long drought of content in multiplayer is now over, and the floodgates have opened. Multiplayer for this title. There's new content every 2 weeks or so. All the major technical issues have been ironed out. The gameplay is excellent."
Isaac879,"Sep 26, 2023",10,"It's a good game,Above allAbove all The bell, and I have faith He He Multiplayer  FurtherFurther Modes Of game."
sambazo,"Sep 26, 2023",10,Most enjoyable Halo front to back in my opinion.
bigmackk,"Sep 20, 2023",10,My favorite Halo game since Reach. The combat and graphics are so freaking good. Feels great to play and the multiplayer has gotten way more content since launch. If you haven’t played it for a while I recommend you jump back in and give it another go. One of the best Halo games ever. The fact the multiplayer is free is icing on the cake.
Halawallah,"Sep 19, 2023",9,"I don’t play Halo for the multiplayer but I genuinely enjoyed the campaign, loved it but it’s not perfect."
AtariAgeGamer,"Sep 19, 2023",10,Fantastic fun especially multiplayer!  They’ve added a lot more continue to do so.  If you like FPS competitive games this would be a no brainer to play
ApexGoddess,"Sep 18, 2023",10,The only good shooter to release in 2021. Gameplay is SOLID
ThatPSGamer25,"Sep 18, 2023",8,"The Best 343 Halo Game To Date :
+/- Good Story If A Little Weak in The Middle
+  Amazing Gameplay 
+  Fun Sandbox Open World
- Mid Soundtrack 
- Weak Characters and Main Villain"
TheDude999,"Sep 18, 2023",6,"An okay game, but as far as halo goes its mediocre at best, took a point off for its free 2 play micro transaction aspects of the multi-player and dull single player story. 

I suggest getting the Halo Master Chief collection instead."
Neon8,"Sep 17, 2023",0,WTF IS THIS SHYTE???
Oscardft,"Sep 17, 2023",10,Un gran juegode halo incluso de la decada
Adolfoffo,"Sep 15, 2023",4,boring and repetitive game. The animations look old and recycled. This brand is slowly dying
Jackylay,"Sep 15, 2023",2,This Game just dont work good
Oldboy1313,"Sep 15, 2023",9,I liked it a lot had a lot of fun playing
UnshavenBee,"Sep 13, 2023",9,Campaign is amazing best since halo reach but multiplayer **** at launch but now it’s the best in the halo franchise
pedrslink,"Sep 13, 2023",8,"Sou apaixonado pelo universo de Halo, o jogo é bom e infelizmente não passa disso com uma experiência ultrapassada e crua e mesmo com o adiamento que teve o jogo ainda veio faltando bastante coisa, espero que a Microsoft tenha mais carinho com a franquia e mude como o 343 Industries está trabalhando nesse icônico jogo."
