username,date,score,review
Stalemilk,"Sep 13, 2023",10,Best gameplay ever and super optimised for Xbox!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Outofdate,"Sep 13, 2023",7,Game socks butt bad story bad gameplay open world feels bland enemies are repetitive  and world just don't look that nice
M1sfiT,"Sep 3, 2023",8,Gaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaameeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeees! me
Killerpummkin,"Aug 9, 2023",9,"The game with very good graphics, the gameplay is very similar to Assassin's Creed in its best features, very interesting side quests, I do them simply because it is interesting to weaken the army of Sauron, the game is worth its money."
MeSalman,"Jun 29, 2023",8,"Game story if good, game-play and combat is nice but can be improved especially climbing walls. If you are a fan of AC then this is a game for you.

Stealth kills, combat kills and many more. You'll enjoy."
pawlu,"May 18, 2023",0,[SPOILER ALERT: This review contains spoilers.]
Elite_Soldier,"May 3, 2023",7,"SOM is a pretty good game! The nemesis system slaps. However, the graphics aren't the best, but this is compensated by the atmosphere.

- The story is a bit confusing, especially the ending and side missions get a lil repetitive by the end.
- Side characters and even the main character didn't stand out too much, but at least the Uruk's performances were captivating!"
gamer664,"Apr 23, 2023",0,What is the point of stealth when enemies instantly respawn after you walked only 10 feet away lol. Terrible game design.
brockcheese,"Apr 23, 2023",8,This game is an assassin's creed clone but in the world of lord of the rings that is much appreciated.
lxsthighway,"Apr 15, 2023",5,"why the **** is this an Arkham clone. I will never understand the obsession with this kind of mindless button mashing combat, its good for Arkham because it makes you ""fight like batman"". why the **** is someone in a ****ing lord of the rings game fighting like this, and the detective vision is so ****ing out of place."
ruroniHS,"Mar 31, 2023",6,"This game is not worth the title game of the year. It's not a bad game by any means, but it's just a typical open-world romp with a LotR coat of paint. The combat is fun, but shallow, and has a very low skill ceiling. Two of the three boss encounters were extremely disappointing and the story has some issues, but you can still have fun with this game."
foraday,"Mar 28, 2023",7,"Shadow of Mordor holds up well by modern standards with intuitive controls and consistently-paced gameplay. The stealth mechanics feel well-integrated and unforced. Instead of feature bloating like many modern games it finds what works and sticks to it. (+1) It does suffer somewhat being a product of its time graphically. The style isn’t particularly distinct and the environment can be bland and monotonous. (0) Where other medias of LotR failing to interest me, I did find learning the lore and background of these characters to be interesting, though the main character is somewhat 2-dimensional (this could be intentional give the overall theme of the game). (+1) The music brought fourth the visceral and brutal nature of the gameplay and story, with voice performances that were serviceable. Being an early PS4 game it has to rely on the controller sound which could become repetitive but was overall one of the better uses of it during combat. (0) An easy game to trophy hunt and the collectibles aren’t gratingly long, but I don’t think there is much reason to return to this title after one finishes the story. (-1) It was refreshing to play a game where things weren’t breaking or crashing constantly. Easy win for this game to create a simple and stable game. (+1)

Overall, while not pushing the envelope and borrowing from some established franchises, the Nemesis System made for a unique experience in both difficulty and gameplay, but seems like it could be expanded upon. (0)"
CoreGamer1408,"Mar 12, 2023",8,"Long time fan of the books/movies and that kind of doesn't help. The land or Mordor and it's inhabitants aren't really anything new or fresh. As for this type of open world & combat I am kind of burnt out on that style ( after four Arkham games and one Mad Max game ). The story elements are not enough to pull me in alone. The much praised Nemesis system I really am not bothered ether way. The umpteenth enemy shouting a variant of ""Come on if you think you are hard enough"" reminded me of comical wrestlers talking smack down nonsense.  If I was new to the IP and this style of gameplay then yeah it would be maybe a 8/10 or something. Graphics don't hold up and this game is one of the weaker looking games on the PS4."
GRX3m0m,"Mar 8, 2023",0,"How can you not add an invert X axis on a 2014 game? While not the majority, the number of gamers who can't play without it is still huge. Fastest 0 rating for a AAA game in my life."
FangRu,"Feb 6, 2023",9,Okayy. If you like LotR like me than you will definitely love this game! Super ranger stranded  and slaying orcs in Mordor? Sign me in! Graphics for its time are good. Story is great. And gameplay is fantastic. And most importantly the game is very immersive. Nemesis system is revolutionary and adds so much fun to this game... 9/10
Jollyolfun,"Nov 18, 2022",7,"to put it eloquently, this game is fun assassins creed. not much more to say about that."
hector_bcn98,"Nov 16, 2022",8,Fue una gran forma de comenzar una serie de juegos basados en La Tierra Media sin caer en los cánones de El Señor de los Anillos.
DanielGG91,"Nov 15, 2022",8,Me encantó esta propuesta de reavivar los juegos AAA del lore de El Señor de los Anillos. Siempre esperaré un remake de los juegos de las películas con la calidad técnica de éste Sombras de Mordor. El sistema némesis fue una grata sorpresa.
helloicool,"Oct 24, 2022",0,"I hate to tell you, but this game just ****. I got so board I quit the game. It is nothing like the Batman games. Batman is a 10."
BrianDavid94,"Sep 8, 2022",8,"Quick background on me the reviewer, I tend to like single player games that is heavy on narrative the most. I also play a lot of racing games and use to play multiplayer games in my high school days but now that it's hard for me and my friends to find a good time to link up so now it’s more rare for me to get into a multiplayer game. Up to try any genre of games and sometimes I find something new that I didn't think I'd like. I own a PC (built by me), Xbox One X, Xbox Series X, PS3, PS4, PS5, and a Switch. I prefer Playstation due to their focus on narrative games. For scoring, I’ll be using the Gameinformer review scale and of coursed influenced by my personal opinions.

(8) Very Good. Innovated, but perhaps not in the right choice for everyone. This score indicates that there are many good things to be had, but arguable so.

Probably the best LoTR game in regards to gameplay. Gameplay is fun and competitive with the Nemesis system that they built for it. Story isn’t bad either. My only negative is how small the map is and how the story even reuses the same location over and over again. I don’t like grindy/repetitive games so I eventually stopped playing. Even though I gave up, there is plenty of perks, upgrade, and Nemesis system to keep others interested. It's worth a try."
nfs7379,"Sep 4, 2022",9,9/10........................................................................................
AlanNFroes,"Aug 31, 2022",9,"Excelente história, junto da gameplay e a dublagem que beira a perfeição."
ChelseazazSwe,"Aug 18, 2022",10,"Amazing game! Great story, gameplay and sound just perfect! Highly recommended"
Wofw,"Aug 1, 2022",5,"[RU]
Не, ребят... Не рекомендую тратить на эту игру своё время. Да, у неё есть уникальная механика, но при этом у неё так же есть скучный сюжет, пустой опенворлд и никакущий мир. Возможно фанатам зайдёт, но я себя к ним не причисляю."
tadnid,"Jun 4, 2022",8,"Great game even today. Combat has similarities with the Arkham series as others mentioned, but it is generally more fluid and much easier to achieve higher streaks. I found the DLC to be weaker sometimes unbalanced, sometimes tedious. I finished the lord of the hunt, abandoned the bright lord midway, and ignored the trials challenge thing. Never used any skins. So, only try the DLC if they come for free. All in all spent around 40h."
SomeGamerRequal,"May 23, 2022",8,"plot of the game takes place between The Hobbit and Lord of the Rings. Talion's family is responsible for guarding Black Gate, Talion is killed by Sauron's servants, but just before his death, Talion's body is taken over by an elven wraith with whom, after reaching an agreement, they plan revenge."
TediPik91,"Jan 24, 2022",9,"An extremely good game, bought it for $5, but I would easily get it for $50.  Gameplay and combat are good. Story is so-so. The nemesis system is a nice addition to the game. That's how you create a game."
Cyrus666,"Dec 22, 2021",6,"Number of playthroughs: 2
Totaly hours played: 40 hours
If I'm being honest, due to the high praises and the awards won, I thought I was going to have the time of my life. But my feelings changed after a few hours.
This game has mechanics similar to Batman Arkham Series. Combat and stealth are mixed together into  the gameplay. I can say that Shadow of Mordor has the exact combat as Arkham series. You have regular strikes, you can counter before a strike using the triangle button, there are finisher moves that aren't exactly like the Arkham series but they are assigned to the buttons similar to Arkham.
The only difference between these 2 games is that in Shadow of Mordor you kill enemies and in the Arkham series you don't.
The game is fun for 4-5 hours but after that, it's a boring repetitive game. Everyone praises the Nemesis system for how fun and intriguing it is but I personally didn't feel like it made much of a difference.
During the first few hours, you try to learn about every target's weakness and plan ahead but after those starting hours you have to massacre so many Uruk bosses that you don't get info on them and just dive into their territory. I personally found that most bosses were weak to finisher damage so I didn't bother planning ahead.
Each game has a gameplay loop where you do the same things over and over and over again. That gameplay loop has to be fun in order for the game to succeed and for this game, the gameplay loop became extremely repetitive after a while. I always felt like I was playing an inferior version of Arkham games.
Whereas in Arkham Knight you have the Batmobile and the flying mechanic that always remain fun means of traversal throughout the game or in Witcher 3 where you always have Roach by your side, in this game you must run to the points of interest and use fast travel. You do get the ability to quickly make steeds out of the animals around the map but as soon as you get off of them they just run away to attack enemies. So the traversal is not as fun as the Arkham series or Witcher 3.
The maps are also small and the first map is boring and uninspiring.
The game wasn't all bad. Here are some positive aspects of it:
You feel more and more empowered as you progress through the game and unlock new abilities which I personally think is extremely important in such games.
The second map you unlock is beautiful
The murdering of uruks is fun (not all the way through the game tho)
Overall I give this game a 6 out of 10. It had the potential to be good but ends up being boring and repetitive."
denied1,"Nov 29, 2021",8,"As much entarteining smacking orcs is, it does get repetative......final battle is bothing special either"
Kvantaliani03,"Nov 20, 2021",8,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrreeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
Chempion1,"Nov 18, 2021",8,"Решил написать про Middle-earth: Shadow of Mordor. Честно говоря не ожидал такого от Monolith.
Короче говоря разработчик создал свой Assassin’s Creed в Средиземье. И он у него, как мне кажется, получился.
Мне очень понравился сюжет, он самобытный и никакого отношения к книгам Толкина не имеет. Но как не странно, он очень хорошо вплетен в канву произведения и я думаю со временем станет каноном. Сюжет цельный, имеет завязку, кульминацию и развязку.
Выглядит игра превосходно. Я пробовал её и на XBox360, так вот там играть нельзя, запрещено категорически! Мир разнообразен, хорошо прорисован. Все орки выглядят по разному, а их на минуточку тысячи! Не плохой стелс, не плохой паркур, боёвка взята прямиком из Batman: Arkham Asylum. Карта местности.....да короче это как я уже писал Assassin’s Creed Unity в Средиземье.
В игре не плохие боссы, каждый со своим подходом. Даже рядовые ""капитаны"" орочьей армии имеют свои сильные и слабые места.
Так же мне очень понравилась прокачка, она не замутнённая и доходчивая.
Но самое главное это атмосфера самой игры, она очень подходит самому произведению.
Конечно есть и недостатки. Например эти пафосные диалоги капитанов которые нельзя пропустить или отменить. По началу это забавляет, но по мере прохождения, когда этих капитанов становится как грибов, начинает бесить. Так, к примеру, ты сражаешся и уже набрал высокий множитель, как вдруг появляется какой то капитан (хорошо если один), бой приостанавливается, он начинает вещать всякую хрень и всё, множитель слетел, ты потерялся в бою, хорошо если не убили.
Так же в игре какое то чумовое автонавидение как в паркуре, так и в бою. Иногда Талион тварит какое то непотребство, прыгает не туда куда надо и атакует сам по себе кого хочет.
Конечно мне не хватало русской озвучки, пафосных речей в игре очень много.
Всё это мелочи, но они иногда просто начинают бесить.
К сожалению в сиквеле всё это только усугубилось.
Короче играть на PlayStation 4 мне очень понравилось. Жаль только, что в Shadow of War всё хорошее, что было в оригинале спустили в унитаз ради заработка на лутбоксах. И хотя через год их отменили, положения это не исправило. Сиквел остался с дырявым сюжетом, да ещё умудрился пойти в разрез с книгами Толкина."
PSGaming,"Nov 11, 2021",9,Absolutely fantastic game.I played this on PS5 and it runs well.Sadly there is no 60 fps mode.Anyway it is a great game to play.I enjoyed the story.
Dibalin,"Oct 24, 2021",0,Отсутствует полная русская локализация. Нет озвучки!
Strifewalker07,"Oct 14, 2021",10,"It is an amazing game, it doesn't care if you like the lord of the rings you will love this games"
Kentonsxng,"Sep 10, 2021",9,"Loved it, did 100% of the trophies.  The DLC is more difficult than the base game but worth it."
F3T1W,"Aug 21, 2021",7,"The touchdown for my future love for the sequel of this game was successful, I squeezed everything out of it, the most unique combat system ""Nemesis"""
frederik1478,"Jul 2, 2021",8,"shadow of Mordor may have one of the best mechanics in video game the infighting   and the brainwashing you can do Is simply phenomenon the movement controls and all the things around it is this good I will not say I hate the Batman fighting system but it's not one of my favorites , And a story is so milquetoast that I can pretty much say that you can Skip  it all then not lose anything. Plus the climbing feels awful just like the movement weekend I have never felt like my character is moving through water and all of my movements are delayed it's horrible. But thes mechanic makes it's all  Worth playing it once . I just got it Platinum  trophy  so this is the last time I will  play the game it was fun while it lasted but getting a
Platinum trophy was boring"
kylocosplay,"Jun 5, 2021",8,"El gameplay me ha parecido muy bueno, el poder enfrentarte a hordas de orcos variando de combos y habilidades hace que siempre sea distinto cada combate. Tiene una gran rama de habilidades y mejorar todas las armas del personaje. La historia se ambienta entre el Hobbit y el señor de los anillos, algo bueno ya que cuentan cosas del canon sobre ese lugar. El sigilo es muy bueno y el sistema de némesis es algo original y único."
Asisclo,"Mar 14, 2021",10,"I like this game a lot, this and the secuele are extremely good par of games, you have to played."
Cormacd69,"Mar 8, 2021",5,"An extremely frustrating, buggy, messy experience running on software that is badly in need of an update. Most of my time was spent annoyed at my character for not reacting how I wanted him to, or taking longer than deemed necessary to react. Not for me, hope others get more from it."
Dragonfly44,"Feb 23, 2021",7,The nemesis system is a very cool idea and the gameplay is good but this game just simply isn't that remarkable and the story in particular was just okay. 75/100
Philip02_03,"Feb 20, 2021",10,"One of my favorite games. A mechanic wich is very good, and many nice Uruks and Orcs."
Oleksandr_,"Feb 10, 2021",0,"Patenting the nemesis system, despite your game being created base on others' ideas. The industry is built on innovating of existing ideas."
NemesisBruh,"Feb 7, 2021",0,"Imagine patenting the nemesis system, despite your game being an Assassin's Creed re-skin. Not to mention that nemesis system itself existed long before this game. The industry is built on innovating existing ideas. Everything is inspired by something that came before it. That's how games, art, music, writing, culture itself and everything else works. Patenting the nemesis system is like patenting a color blue, or like patenting an the idea of a powerful corrupting item in storytelling. WB Games needs to back down on this."
Tru3_Canad1an,"Feb 6, 2021",0,**** you WB games **** you WB games **** you WB games **** you WB games **** you WB games **** you WB games **** you WB games
aspentitan,"Jan 29, 2021",9,"It's very puzzling to see anyone hate on this game. All the tools you need for open world gameplay are here. Like stealth? Game has stealth Exp rewards. Like combat/action? Game has weapon upgrades. Like open world? This game isn't linear by any means. Like RPGs? You can choose your characters strengths and essentially strategy. Like value in a game and replayability? The nemesis system will make each game with differences for each playthrough. Personally I love this game with so much to do and your own choices on how to tackle the game. And on top of that no software bugs. The criticism I've heard from the game is it's a repetitive button masher but I'm not buying that it's these same players who aren't grasping the open world concept and try to play the game without experimentation thus limiting their own enjoyment. I guess there will always be players utilizing only two buttons when there are more options but let's not forget how perfect a game this is, it also allows for people to play the game with two buttons if that is their gaming skill capacity."
piuscorvus,"Jan 2, 2021",6,"For some, this game can be pretty frustrating. It certainly was for me as I quit it two times. However, whenever I felt that some game was too hard, that actually meant (in most of my cases) that I was playing it wrong. This game has a specific system and if you do not understand it and do not follow that code the game will feel abnormally hard. It took me a few hours to get how it actually works and then, the gameplay felt good. Still very challenging (difficulty setting does not exist) but good.

Shadow of Mordor felt something like a Tolkien-fan-fiction thing. You are a man of Gondor who is on his quest of revenge in the land of Mordor and the story is far below average, which degrades this game and leaves you only with a good, challenging gameplay, which I would describe as a mixture of Batman Arkham series (but harder) and Assassin's Creed (moving and jumping around).

The gameplay is based on finding information, locating and defeating Orcs and finally, dominating their armies. You first start with lower ranks and slowly go up to the Warchiefs, the strongest Orcs. Every Orc has its own strengths and vulnerabilities and that is what makes this gameplay not just another completely boring button masher. Even though you are doing the same things from the beginning to the end of the game (you are only fighting, you are in Mordor and surrounded by Orcs almost the whole time), I was never bored even after more than 20 hours of gameplay.

Shadow of Mordor is not a bad game but it is far from a great game. However, I see a big potential here and I think that at some point in the future we might see one great Middle-Earth game."
Grippa123,"Dec 28, 2020",8,------------------------------------------------------------------------------------------------------------------------------------------------------
ZaPaAl,"Dec 22, 2020",8,"This is a very simple open world game. It's story is thin and it does not have very much content overall, but the gameplay (sneaking and fighting with different abilities) is a lot of fun, especially the orc captains are a joy to engage with. Visually it's ok, but the world is extremly simple."
Can170,"Dec 4, 2020",1,[SPOILER ALERT: This review contains spoilers.]
mateusbatatais,"Nov 23, 2020",9,"Jogasso... Tudo muito bem feito e construido. Cenário, ambiente, história.... Gamplay... Jogo digno de game do ano!

História: 9
Som: 9
Jogabilidade: 9
Gráficos:9
Diversão: 10"
assassinader200,"Nov 19, 2020",9,"""Middle-Earth: Shadow of Mordor"", alias ""Sombras de Mordor "" es un videojuego ambientado en la tierra media y centrado en una ubicación legendaria como es la ""Puerta Negra"" y sus alrededores. Como ya he dicho la ambientación tiene como punto de partida el mundo de Tolkien pero los desarrolladores han conseguido una visión particular, única, con cierta libertad. Ya había habido juegos ambientados en la tierra media pero nunca con tanto realismo y calidad.
La calidad gráfica es muy buena para ser un juego de 2014. En general las texturas, el entorno y los enemigos están muy bien logrados. Por esto es que el juego hace hincapié en detallar a las huestes orcas, en especial en crear Capitanes Orco únicos unos de otros, con diferentes aspectos, tamaños, habilidades y voces. La inteligencia artificial entonces podemos decir que extremadamente buena, con un sistema nuevo, el llamado ""Sistema Némesis"", el cual da ""memoria"" a los enemigos y de esta identidad personal. Así, por ejemplo, si no logramos derrotar a un enemigo orco anónimo este se convertirá en Capitán y nos recordará en un futuro enfrentamiento nuestra patética muerte, se burlará de nosotros. La IA también desempeña otras funciones, pueden realizar emboscadas, pueden ""desafiar a la muerte"" o resucitar de una supuesta muerte.
La historia es otro punto fuerte de este juego. Controlamos a Talion, un montaraz y guardián de Mordor que tras el asesinato de su familia a manos de los orcos decide vengarse y dar caza a los secuaces de Sauron. Lo más curioso es que Talion también parece morir al principio del juego pero decide ""burlar a la muerte"" gracias al espíritu de un antiguo elfo poderoso, Celebrimbor, forjador de los anillos de poder. Así la aventura estará cargada de combates espectaculares contra orcos y otras bestias fantásticas y el objetivo de venganza estará presente casi toda la partida. Aún así la trama es más intrincada de lo que parece y cada jugador debería valorarla una vez concluida.
El combate como ya he dicho es espectacular, combinado con habilidades comprables que incrementan la fuerza del personaje para así realizar movimientos más rápidos o ejecuciones brutales, las cuales hacen saltar la negra sangre de los orcos. El espíritu de Celebrimbor nos brinda una velocidad y agilidad espectrales y un sistema de arco muy épico.
Sin duda se trata del mejor juego ambientado en la tierra media y un juego muy notable de la década pasada. Combate e historias fabulosas, una IA muy elaborada y un mundo detallado hacen de esta entrega uno de mis juegos favoritos."
Lord_Fall,"Nov 16, 2020",9,"Enjoyed every bit of this game, which builds on excellent LOTR lore and let you enjoy much more than you know about the saga, especially during the last fights. Will surely take the second, Shadow of War. Very well done"
clanky9,"Nov 14, 2020",9,This is amazing lotr game if you are lotr fan then I recomend you this game.
EwokSmuggler,"Nov 10, 2020",9,Captured the Lord of the Rings world perfectly. Nemesis system is great. Gameplay is similar to Batman AC which is awesome. Story is pretty great as well.
BoostOrDie,"Nov 4, 2020",7,Please show me that IDIOT that decided that placing SPRINT on X will be a good idea!?  L3 is fpr sprinting god damn! How am i supposed to use camera at the same time while using Left analog and holding X???? Controls are not remappable
Galix,"Oct 18, 2020",8,"Un juego muy disfrutable y muy similar a los assassin's creed tanto en lo bueno como en lo malo.

Lo bueno:
- Gameplay muy directo e intuitivo con mucha acción.
- El momento en el que se sitúa la historia llama la atención, pues no es algo en lo que se haya profundizado demasiado. Además las cinemáticas en las que podemos ver como Sauron engañó a Celebrimbor para forjar los anillos son una maravilla para cualquier fan del mundo de Tolkien.
- El juego cuenta con coleccionables y misiones secundarias para alargar el juego que siempre son de agradecer.

Lo malo:
- La forma de contar la historia es algo desordenada y no es la mejor del mundo.
- Se toman ciertas licencias con respecto a la historia de Celebrimbor, algo que no puedo aplaudir.
- Fallos típicos de los assassin's creed, como cuando quieres golpear a un enemigo pero golpea a otro, quieres correr pero se para en seco delante de una cajita, quieres trepar por un lado pero no lo hace, etc.
- Se puede volver algo repetitivo si lo quieres conseguir todo."
Arnitxe,"Sep 8, 2020",9,"Playing it in 2020 is not as good as it was 6 years ago when the game was released. I found some bugs during missions and some in walls glitches as well but this bugs didn’t ruin my experience at all. I started it Monday the 27th of July and finished it on Friday the 31st of July with a Platinum Trophy. It was fun, I reccomend you to play it. Smash some uruks ;)"
LOVEPIZZA,"Sep 2, 2020",9,Combat is excellent. Quick pace and great story that makes minor changes the lore from Tolkien. Spent countless hours just roaming around picking fights with orcs.
DenisGromov,"Aug 30, 2020",10,"Игра очень понравилась!
Прошел два раза и выбил платину)
Советую однозначно:)"
MurphyBrandon,"Aug 8, 2020",8,"Glad to be back in the Middle Earth universe killing Orcs and Uruk-Hai. Its fighting is combination of Batman games and early Assassin's Creed games with an extra touch of godlike abilities. It does get repetitive and tedious because the enemies re-spawn infinitely and you'll be revisiting the same areas multiple times, but it's not too bad. The characters are pretty forgettable beside the protagonist and the ethereal being inside of him. The nemesis system is an innovative idea that isn't fully realized until the second game: Shadow of War."
benjivm,"Jul 6, 2020",8,"Shadow of Mordor scratches the exact same itch that all the Arkham games do. The story is acceptable, voice acting is fine, and the plot itself is mostly sound. For these kinds of games, though, that doesn't really matter; play for the combat and mood, because that is where this game is strongest."
robotchipmunk,"Jul 4, 2020",5,"Honestly gameplay and the nemesis system are the only things this game has going for it. The story is poo poo. This game is really fun for the first few hours when you are still figuring out the combat, but by the end it feels like a souless grind."
TsundereEater,"Jul 1, 2020",8,[SPOILER ALERT: This review contains spoilers.]
Vaeu,"Jun 30, 2020",6,"Interesting at the start, but the gameplay gets repetitive and rather tedious as the game progresses. The graphics are average and the sound quality is expected. The characters aren't memorable and the story gets disappointing as the game progresses. A solid Middle-Earth sure, but nothing special."
Lord_Khey,"Jun 19, 2020",8,"This game could reasonably be called (and I say this with the highest of compliments) ""Batman: Assassin's Creed.""

It combines all the elements that made the Arkham series and the Ezio saga in AC and blends it into the world of J.R.R. Tolkien.  Of course, the game is 6 years old as I write this, so I'm late to the party and am almost certainly reporting nothing new.  It also represents an unfortunately dying era of actioners that have the standard difficulty level right where it should be, and where leveling up doing side quests actually gives you advantages when you finally go after boss-level opponents.
Leveling up might be a shade too quick, but better than the alternative.

The sound design is wonderful, and stands out by far over other technical aspects.  Using sound from your standard TV speakers AND the PS4 controller (weapons clashing, ethereal dreamlike voices, and even the announcement of the Uruk Captains  you identify with Detective ****...I mean...Eagle ****...darnit, I mean in Wraith World) really aids to immerse you in the game.

You may know Troy Baker on TV as ""The Mentalist,"" but he is a fine voice actor - not just in this game as Talion, but in general.  He is off-set perfectly by his long-dead counterpart Celebrimbor (an elf with a dwarven-sounding name, IMO) played by Alastair Duncan.  The sound team also did its best to vary the voices of the various captains and warchiefs, but you could start to separate which voice actor was which after awhile.  But what can you do when the enemies are literally infinite?

The graphics and animation are fine, but even though Mordor is a ruin, there wasn't a lot of imagination in level design.  The two maps you play (I'm not including the one-off ""Tower"" mission toward the finale) are featureless with a couple of walls here and a hill or two there, though the second map is slightly better.

The game mechanics are largely solid, with free flow combat right on par with the Arkham series (including the frustration of Talion not going at the right target in a large melee) and the climbing/assassinating mechanics that AC fans love (including the occasional ""Up! Up! Up!"" when you're **** at least trying to - I shouted that MANY times during this game).  Still, there's something satisfying about being in the middle of a melee, then Shadow Striking your way to a vantage point high above the action to rain arrows down.

Everyone else mentions the Nemesis system, so I will, too.  It's a clever mechanic where uruks who kill you get promoted to captain and can work their way up to warchief.  It sets up revenge matchups and power struggles that you can determine the outcome.  The real fun begins when you start to be able to dominate them (kind of like magical brainwashing) and make them your followers.

However, it can get under your skin a bit when you're battling one captain and his goons when ANOTHER captain shows up out of the blue with his **** then sometimes a third, or even a fourth.  That's a melee, but it's one you don't want because all these captains, while they have their weaknesses, have several more strengths and things they're immune to.

Several missions have a bonus objective, most of which are do-able on a first go (this is a POSITIVE thing, folks), but you have to pay attention.  Still, the game doesn't penalize you for missing it.  Just as well, because I don't think you can replay the missions in-game.

I started the Great Hunt DLC, but only got about 33% of the way through it.  I just wasn't into the missions.  I didn't start The Bright Master DLC, so I can't say anything about it."
SomethingSquid,"Jun 14, 2020",8,"Shadow of Mordor is like Assassins Creed with its best aspects more focused. This game is great. It’s a Lord of the Rings hack and slash adventure that is challenging at the beginning and fun. You can play the game in several ways, like using stealth or rushing into the strongholds and destroying everything. While Shadow of War was good, its writing and visuals aren’t nearly as good as its predecessor. The only big negative of this game I can think of is the final boss was very underwhelming. Overall this game was a joy to play and I can’t recommend it enough."
XxAlbertoBuzzxX,"Jun 2, 2020",7,"MIDDLE-EARTH: SHADOW OF MORDOR
.............................................................................."
DinoBeam,"May 28, 2020",7,"the nemisis system is a revolution, and that is mixed with pointless sidquests that get you absolutely nothing and second-hand writing"
Superslider,"May 11, 2020",9,"If you're a LOTR fan you'll like this. Satisfying gameplay featuring numerous skill/rune upgrades makes each play through feel unique. A good balance is struck between the range of upgrade options and the learning curve, it's very accessible.

Graphics are excellent and atmospheric with a plausible story line. The only thing I disliked were the stealth missions - but I always hate stealth missions, they're boring as hell.

Far superior to its terrible, politically correct sequel, Shadow of War."
ChesterField,"May 10, 2020",8,"Lot of skills and combos, nice story, the open world feels alive and change cause your actions. In the end, very good game."
Br_AgSs,"May 5, 2020",10,"This game should've been GOTY , the combat is great due the fact its the same engine as Batman Arkham. The nemesis system is perfect and the story is marvelous, a must play for LOTR fans."
mrpavlikov,"Dec 27, 2019",9,"Играл в 2019м после Assassin's Creed: Odyssey, и Тени Мордора всё ещё гораздо лучше. Боевая система разнообразнее, есть какой-никакой сюжет, разве что графически чуть устарела."
p1menta,"Nov 15, 2019",8,"started it thinking how boring it would be but it surprised me in a very food way.
the missions are fun and interesting and diverse, the characters are somewhat charismatic, but you cant really connect to them as much. there's not enough time. Unfortunately the only one you'd have time to empatize to, Talion, the main character, is as boring as one can be. literally the most boring character i've seen in ages."
SKonung,"Nov 11, 2019",10,"Отличный слэшер в открытом мире, любителям франшизы Властелин Колец обязательно к ознакомлению!"
edu7resende,"Nov 6, 2019",10,"Very good graphics, good gameplay, good story, a lot of interesting things to do in the game. The orcs conversion mechanics is awesome. Excelent game"
Shazam1407,"Nov 1, 2019",7,Сюжет практически отсутствует (точнее для галки) брака слизана с бэтмэна. Если бы не система капитанов то была бы как Mass effect: andromeda
Volsyden,"Oct 27, 2019",9,"a complete rework of lord of the rings, this story line has been very interesting and this is a must play game, there is a ton to do in the game and it feels like an open assassins creed game."
