,topic_num,topic_perc_contrib,keywords,text
13,1,0.9316,"alien, go, make, find, time, see, thing, way, hide, kill","Alien Isolation in a nutshell...


Did I hear something?!
""Hides under desk""
Mmh nothing I guess.. 
""Walks 2 Meter""
Did I hear something?!
""Hides in locker""
Mmh nothing I guess.. 
""Walks 2 Meter""
""Hides under desk""
Mmh nothing I guess..
""Walks 2 Meter""
Did I hear something?!
""Hides in locker""
Mmh nothing I guess.. 
""Walks 2 Meter""
""Hides under desk""
Mmh nothing I guess..
""Walks 2 Meter""
Did I hear something?!
""Hides in locker""
Mmh nothing I guess.. 
""Walks 2 Meter""
""Hides under desk""
Mmh nothing I guess..
""Walks 2 Meter""
Did I hear something?!
""Hides in locker""
Mmh nothing I guess.. 
""Walks 2 Meter""
""Hides under desk""


10/10 Would hide again"
14,1,0.9216,"alien, go, make, find, time, see, thing, way, hide, kill","- Be me
- I am ready
- Starts Alien Isolation
- Begins at last save station 
- Area is on lockdown and enemies searching
- Heart is calm 70 bpm
- Gets through like a charm
- Alarm is still on in next section
- Sees vent that leads halfway through to objective
- Go's in (it-s dark)
- Hear something on motion tracker
- Equip motion tracker
- See green dot approaching
- Flash light on
- Nothing in the vent
- Dot 1 mm from my location
- Quit

Would quit again"
15,1,0.9185,"alien, go, make, find, time, see, thing, way, hide, kill","I was hiding from the alien and trying to get a door unlocked. I'd already got the code from the terminal so now it was just a matter of getting the code to the door. I managed to make my way to the door without being spotted by the alien, however like an idiot i forgot the door code.

I thought to myself ""No problem, it's not too far to the terminal and it was easy enough getting here"" so i made my way back to the terminal. I got to the terminal intact and got the code and began repeating it in my head over and over again... ""1702, 1702"" i kept saying. I looked round the corner and the alien was snooping around the path i'd came from, so to get back to the door i had to take the longer route.

I slowly made my way round, crouching near a wall. There was a window looking into a room so i decided to peak in to check on the alien. It was just standing there looking around so i made my way towards a table to hide under until the alien moved away from that room...
I got next to the table and was about ready to crawl under it when the alien suddenly came running round the corner and killed me.

Pants were filled.

10/10 Great game to show your nan."
16,1,0.9155,"alien, go, make, find, time, see, thing, way, hide, kill","Run=Death
Motion Tracker = 60% Death
Firing a gun = Death
Not Crouching= Death
Hiding in lockers = 55% death
Trying to ""hide"" in an open area  = Death
Running away when spotted = Death
Taking on Hostile Humans & Androids = Death
""Taking on the alien"" = INSTANT DEATH

10/10"
17,1,0.9112,"alien, go, make, find, time, see, thing, way, hide, kill","-Hide in vents
-Alien comes into the vents and starts chasing you
-Exit the vents and hide next to the entrance to juke the alien (not looking at the vent you exited from)
-Alien pops out of vent in front of you (different vent)
-Die"
18,1,0.9105,"alien, go, make, find, time, see, thing, way, hide, kill","-Alien is lurking around with me hiding near it
-Sevastopol security guard comes hiding next to me
-Alien leaves
-Sevastopol security guard shoots me
-Alien is alerted to the position and murders the security guard
-Alien murders me
-I reload my save file
-immediately throw a noisemaker at the guard
-Satisfaction"
19,1,0.9037,"alien, go, make, find, time, see, thing, way, hide, kill","Imagine you're walking down a dark corridor
You start hearing sounds in the vents
Now it's loud and right above you
You panic
Your whole body is telling you to get out of there, to run-
As soon as you do it, you hear a vent break right behind you
Not knowing what to do you look back
You see the alien crawl out of the vent and look straight at you
There's nowhere else to run now."
20,2,0.8008,"sound, experience, well, design, create, gameplay, environment, add, music, tension",Fantastic experience - an enjoyably fleshed out story and set of characters and thrillingly engaging atmosphere.
21,2,0.7306,"sound, experience, well, design, create, gameplay, environment, add, music, tension","very, very good title. exceptional graphics, effects and music / voice acting
"
22,2,0.7217,"sound, experience, well, design, create, gameplay, environment, add, music, tension",Put on a DK2 and this is the finest gaming experience out there
23,2,0.7094,"sound, experience, well, design, create, gameplay, environment, add, music, tension",Fantastic game! The attention to detail in the environment and the atmosphere this game creates really puts you into the moment of being on a station with an alien. If you have an decent pair of headphones it adds to the experience.
24,2,0.708,"sound, experience, well, design, create, gameplay, environment, add, music, tension",A high quality stealth on a space station
25,2,0.7065,"sound, experience, well, design, create, gameplay, environment, add, music, tension",Keeps you on your toes! Good Alien story and interesting and engaging content.
26,2,0.7055,"sound, experience, well, design, create, gameplay, environment, add, music, tension","Apague as luzes, coloque um bom fone com volume alto e seja feliz( se bem que feliz não é a melhor palavra)...

Turn off the lights , put a good headset with high volume and be happy ( though Happy is not the best word )"
27,2,0.7012,"sound, experience, well, design, create, gameplay, environment, add, music, tension",System Shock + Half-Life with a little John Carpenter styled composition sprinkled on top. It's a brilliant game.
28,2,0.6975,"sound, experience, well, design, create, gameplay, environment, add, music, tension","Highly recommended

• Thrilling, intense gameplay
• Authentic Alien movie atmosphere, the Sevastopol is an incredible setting
• Immersive survival horror
• Challenging AI enemies, the working Joe’s are scarier than the Alien.
• Stunning graphics and sound design
• Engaging story and characters
• Heart-pounding suspense
• Tense stealth mechanics
• Atmospheric level design
• Memorable, fear-inducing encounters."
29,2,0.6857,"sound, experience, well, design, create, gameplay, environment, add, music, tension","Good atmosphere, sounds complements envirement well."
30,3,0.8939,"really, great, time, hour, well, say, long, graphic, buy, story","After completing the story, this game is amazing. The atmosphere in this game is fucking awesome, really makes it feel like you are there. I  suggest waiting for sale though, the game has been on sale for 2 dollars at some point a while ago, definitely bang for your buck. Otherwise great fucking game."
31,3,0.889,"really, great, time, hour, well, say, long, graphic, buy, story","~ DIFFICULTY ~

🔲 My 90 year old grandma could play it
🔲 Easy
🔲 Normal
✅ Hard
🔲 Dark Souls

~ GRAPHICS ~

🔲 MS Paint
🔲 Bad
🔲 Meh
🔲 Graphics don't matter in this game
✅ Good
🔲 Beautiful
🔲 Masterpiece

~ MUSIC ~

🔲 Bad
✅  Not special
🔲 Good
🔲 Beautiful

~ STORY ~

🔲 This game has no story
🔲 Like playing Temple Runners for the story
🔲 It's there for the people who want it
✅ Well written
🔲 Epic story
🔲 Imagine Kingdom Hearts but on crack

~ PRICE ~

🔲 Free
🔲 Underpriced
✅ Perfect Price
🔲 Could be cheaper
🔲 Overpriced
🔲 Complete waste of money

~ REQUIREMENTS ~

🔲 You can run it on a microwave
✅ Average
🔲 High end
🔲 NASA computer

~ LENGTH ~

🔲 Very Short (0 - 2 hours)
✅ Short (2 - 15 hours)
🔲 Average (15-50 hours)
🔲 Long (50-90 hours)
🔲 Extremely long (90-110 hours)
🔲 No ending

~ FUN ~

🔲 I'd rather watch paint dry
🔲 Hard to enjoy
🔲 Repetitive
🔲 Actually pretty amusing
✅ The kind of fun you'll remember
🔲 Ride of your life

~ REPLAYABILITY~

🔲 It's a one-time experience
🔲 Only for achievements
✅ If you wait a few months/years
🔲 Definitely
🔲 Infinitely replayable

~ WORTH BUYING ~

🔲 No
🔲 Wait for sale
✅ Yes"
32,3,0.8783,"really, great, time, hour, well, say, long, graphic, buy, story","---{ Graphics }---
☑ You forget what reality is
☐ Beautiful
☐ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☑ Very good
☐ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☑ Eargasm
☐ Very good
☐ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☑ Kids
☑ Teens
☑ Adults
☐ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☐ Potato
☑ Decent
☐ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☑ Easy to learn / Hard to master
☐ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☐ Nothing to grind
☐ Only if u care about leaderboards/ranks
☐ Isn't necessary to progress
☑ Average grind level
☐ Too much grind
☐ You'll need a second live for grinding

---{ Story }---
☐ No Story
☐ Some lore
☐ Average
☑ Good
☐ Lovely
☐ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☐ Average
☑ Long
☐ To infinity and beyond

---{ Price }---
☐ It's free!
☐ Worth the price
☑ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☐ Minor bugs
☑ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☐ 9
☑ 10


Grab this review template here! 👉 https://vojtastruhar.github.io/steam-review-template/
"
33,3,0.8768,"really, great, time, hour, well, say, long, graphic, buy, story","- DIFFICULTY -

🔲 My 90 year old grandma could play it
🔲 Easy
🔲 Normal
🔲 Hard
☑️ ""Dark Souls""

- GRAPHICS -

🔲 ""MS Paint""
🔲 Bad
🔲 Meh
🔲 Graphics don't matter in this game
🔲 Good
🔲 Classic is always better
☑️ Beautiful
🔲 Masterpiece

- MUSIC -

🔲 Bad
🔲 Not special
🔲 Good
☑️ Beautiful

- STORY -

🔲 This game has no story
🔲 Like playing ""Temple Runners"" for the story
🔲 It's there for the people who want it
🔲 Umm Good?
🔲 Well written
☑️ Epic story

- PRICE -

🔲 Free
🔲 Underpriced
☑️ Perfect price
🔲 Could be cheaper
🔲 Overpriced
🔲 Complete waste of money

- REQUIREMENTS -

🔲 You can run it on a microwave
🔲 Potato
🔲 Average
☑️ High end
🔲 ""NASA"" computer

- LENGTH -

🔲 Very short (0 - 3 hours)
🔲 Short (3 - 15 hours)
🔲 Average (15 - 50 hours)
☑️ Long (50 - 90 hours)
🔲 Extremely long (90 - 110 hours)
🔲 More than 1 week (170+)
🔲 No ending

- FUN -

🔲 I'd rather watch paint dry
🔲 Hard to enjoy
🔲 Repetitive
☑️ Actually pretty amusing
🔲 Ride of your life

- REPLAYABILITY -

🔲 It's a one - time experience
🔲 Only for achievements
🔲 If you wait a few months / years
☑️ Definitely
🔲 Infinitely replayable

- WORTH BUYING -
🔲 It's Free
🔲 No
🔲 Wait for sale
☑️ Yes

- OVERALL SCORE -
      10/10"
34,3,0.8732,"really, great, time, hour, well, say, long, graphic, buy, story","---{ Graphics }---
☐ You forget what reality is
☐ Beautiful
☑ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☐ Very good
☑ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☑ Very good
☐ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☐ Kids
☑ Teens
☑ Adults
☐ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☐ Potato
☑ Decent
☐ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☑ Easy to learn / Hard to master
☐ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☑ Nothing to grind
☐ Only if u care about leaderboards/ranks
☐ Isn't necessary to progress
☐ Average grind level
☐ Too much grind
☐ You'll need a second live for grinding

---{ Story }---
☐ No Story
☐ Some lore
☐ Average
☑ Good
☐ Lovely
☐ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☑ Average
☐ Long
☐ To infinity and beyond

---{ Price }---
☐ It's free!
☑ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☑ Minor bugs
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☑ 9
☐ 10"
35,3,0.8732,"really, great, time, hour, well, say, long, graphic, buy, story","---{ Graphics }---
☑ You forget what reality is
☐ Beautiful
☐ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☑ Very good
☐ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☑ Eargasm
☐ Very good
☐ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☐ Kids
☐ Teens
☑ Adults
☐ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☐ Potato
☑ Decent
☐ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☐ Easy to learn / Hard to master
☑ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☑ Nothing to grind
☐ Only if u care about leaderboards/ranks
☐ Isn't necessary to progress
☐ Average grind level
☐ Too much grind
☐ You'll need a second live for grinding

---{ Story }---
☐ No Story
☐ Some lore
☐ Average
☑ Good
☐ Lovely
☐ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☑ Average
☐ Long
☐ To infinity and beyond

---{ Price }---
☐ It's free!
☑ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☑ Never heard of
☐ Minor bugs
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☑ 9
☐ 10

[hr][/hr]
"
36,3,0.8707,"really, great, time, hour, well, say, long, graphic, buy, story","~ DIFFICULTY ~

🔲 My 90 year old grandma could play it
🔲 Easy
✅ Normal
🔲 Hard
🔲 Dark Souls

~ GRAPHICS ~

🔲 MS Paint
🔲 Bad
🔲 Meh
🔲 Graphics don't matter in this game
✅ Good
🔲 Beautiful
🔲 Masterpiece

~ MUSIC ~

🔲 Bad
🔲 Not special
🔲 Good
✅ Beautiful

~ STORY ~

🔲 This game has no story
🔲 Like playing Temple Runners for the story
🔲 It's there for the people who want it
✅ Well written
🔲 Epic story
🔲 Imagine Kingdom Hearts but on crack

~ PRICE ~

🔲 Free
🔲 Underpriced
🔲 Perfect Price
✅ Could be cheaper
🔲 Overpriced
🔲 Complete waste of money

~ REQUIREMENTS ~

🔲 You can run it on a microwave
✅ Average
🔲 High end
🔲 NASA computer

~ LENGTH ~

🔲 Very Short (0 - 2 hours)
🔲 Short (2 - 15 hours)
✅ Average (15-50 hours)
🔲 Long (50-90 hours)
🔲 Extremely long (90-110 hours)
🔲 No ending

~ FUN ~

🔲 I'd rather watch paint dry
🔲 Hard to enjoy
✅ Repetitive
🔲 Actually pretty amusing
🔲 The kind of fun you'll remember
🔲 Ride of your life

~ REPLAYABILITY~
🔲 It's a one-time experience
✅ Only for achievements
🔲 If you wait a few months/years
🔲 Definitely
🔲 Infinitely replayable

~ WORTH BUYING ~

🔲 No
✅ Wait for sale
🔲 Yes

Overall score 7/10"
37,3,0.8684,"really, great, time, hour, well, say, long, graphic, buy, story","This game has amazing graphics, Amazing gameplay, its definetly worth $50.00.  It's worth atleast $60 the story line is unbelievable good you will never get tired of this game its just not stop fun and it keeps you at the edge of your seat and makes you feel like your are on the Nostromos.  This game was well worth the wait and well worth $50.00 its a definite buy"
38,3,0.8643,"really, great, time, hour, well, say, long, graphic, buy, story","Main game is 26 hours to beat in hard mode. Plus I don't even started the DLCs. More than 26 hours of gameplay for 11 bucks, MONEY WELL SPENT!"
39,3,0.8635,"really, great, time, hour, well, say, long, graphic, buy, story","If you are new to the game and enjoy story more than gameplay pick easy
if you like both go for normal, normal difficult feels more like playing on hard mode"
40,4,0.9175,"horror, alien, love, scary, ever, survival, make, scare, recommend, like","AILDU ASDA SKLDH AWUD OFIHAFO AHFJKDAH FSDLKFHSDUILFTYSDFJSBGDVFH HLJKSBFbfbfbfSJ bfSEJHSB EJJFSUIL FSBEJBEFJKHSEL  BSFFJHDG FI9UJ KLSDNH SUKFH  SDASJ AJS AMJSD  HWLISGAF LSEUIFSLFO HFLUISGDF SDILUFG SDJ DGSMH FJVSDFJL SBGDFL JSDKBFGSDHFB FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK ASDOAK SDLASJDOASDJAOIDJAOSIDJ I HATE THIS GAME FUCK THIS GAME I HATE THIS GAME FUCK THIS GAME I HATE THIS GAME FUCK THIS GAME I HATE THIS GAME FUCK THIS GAME I HATE THIS GAME FUCK THIS GAME (play it with headphones on, dark room, Nightmare difficulty... just do it) I HATE THIS GAME FUCK THIS GAME I HATE THIS GAME FUCK THIS GAME I HATE THIS GAME FUCK THIS GAME I HATE THIS GAME FUCK THIS GAME I HATE THIS GAME FUCK THIS GAME  WQODJI AOD ILEADHDHDHDHB SEUFSB EFUKBS EFUIE HFUHEUIFYGYSDFF AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA"
41,4,0.8302,"horror, alien, love, scary, ever, survival, make, scare, recommend, like","Definitely my favourite alien game, definitely my favourite horror game.  And easily one of my fondest gaming experiences yet."
42,4,0.8159,"horror, alien, love, scary, ever, survival, make, scare, recommend, like","The best stealth game I've ever played and the unscriped AI,Unkillable Xenomorphwith a dark atmosphere, makes this game to be awesome. Iwould definitly would reconmend this game."
43,4,0.8127,"horror, alien, love, scary, ever, survival, make, scare, recommend, like",the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming the fog is coming
44,4,0.7631,"horror, alien, love, scary, ever, survival, make, scare, recommend, like","Very good game, would recommend if you are a fan of horror survival games or Alien in general, would not recommend if you get scared easily *jordan*.

9/10"
45,4,0.7593,"horror, alien, love, scary, ever, survival, make, scare, recommend, like",Probably the best horror game ever made. I don't like horror games. 11/10.
46,4,0.755,"horror, alien, love, scary, ever, survival, make, scare, recommend, like","One of the best, if not the best survival horror game of the 2010's. An absolute must play if you love horror stealth games. The alien AI is by far the scariest and most unpredictable AI I've ever played against."
47,4,0.7536,"horror, alien, love, scary, ever, survival, make, scare, recommend, like","it's too scary. far far too scary by far, I was scared"
48,4,0.7534,"horror, alien, love, scary, ever, survival, make, scare, recommend, like","As a man with dementia, as a man with dementia, I shit myself, I shit myself. As a man with dementia."
49,4,0.7532,"horror, alien, love, scary, ever, survival, make, scare, recommend, like",One of if not the best horror game ever. Absolutely thrilling experience. 100% recommended.
