score,keyword
8.5,helllow elevator pits
8.5,grealtly helpfull forcing
8.5,gamespy servers shutting
8.5,fluid welldesigned combat
8.5,fires steel stakes
8.5,fires metal stakes
8.5,fires giant stakes
8.5,feeling exhausted emotionally
8.5,faux ringu crap
8.5,defeating potential menaces
8.5,bfear reviewb ibe
8.5,beautifully beautifully done
8.5,bar regenerates overtime
8.5,balding bitch back
8.5,applaud monoliths attempts
8.5,amd gig ram
8.492753623188406,newly obtained gun
8.492647058823529,explain discontinuities well
8.492307692307692,one saving grace
8.492307692307692,offical one hopefully
8.486956521739131,runofthemill fps characteristics
8.485148514851485,dont wanna extend
8.485148514851485,campaigns dont connect
8.48,various senior staff
8.478260869565217,picky cannibals thats
8.471698113207548,tie two halves
8.471638655462185,means perseus mandate
8.46875,many differnet perspectives
8.467576791808874,october fear puts
8.467576791808874,enjoyments preservation fear
8.466666666666667,non covered angles
8.466666666666667,lmao flipping trash
8.466666666666665,padded cell covered
8.46551724137931,extraction point focuses
8.46551724137931,beat extraction point
8.465116279069768,youre keen collectibles
8.465116279069768,use trickery sleightofhand
8.465116279069768,use external links
8.465116279069768,undercurrents throughout mitigating
8.465116279069768,things manualy safer
8.465116279069768,commits mischievious things
8.464285714285715,nevertheless maybe leveldesign
8.464285714285715,juicy stuff refering
8.461538461538462,pasted municipal building
8.461538461538462,ending definetely announces
8.46124031007752,projectile enemies paired
8.45945945945946,miserable characters partaking
8.45945945945946,characters foot bump
8.458333333333334,big mechbased contraptions
8.45735294117647,b perseus mandate
8.455555555555556,comic book would
8.454545454545455,nathan grigg audio
8.454545454545455,dev commentary helps
8.450980392156863,fake difficulty parameters
8.449019607843137,game strove incissively
8.449019607843137,game progressivelly degrades
8.449019607843137,game norton mapes
8.446808510638299,accurately lobbing grenades
8.444444444444445,usually drip feed
8.444444444444445,player periodically gasp
8.444444444444445,player emotionally exhausted
8.444444444444445,excessively determinants player
8.444444444444445,containextractneutralise quickly unravels
8.444444444444445,alien isolation though
8.443349753694582,relatable also included
8.443349753694582,quotation marks also
8.441860465116278,scary esper gf
8.441379310344828,story nobody cares
8.441379310344828,logically inconsistent story
8.441379310344828,insipid edgy story
8.441379310344828,genertic scffi story
8.44,vibrant electronic music
8.44,elevator music flew
8.439716312056738,still exhibit signs
8.439716312056738,peace still confuses
8.433962264150944,norton mapes little
8.433962264150944,little rarer bringing
8.433962264150944,little comm symbol
8.433962264150944,little ambiguous aesthetically
8.433962264150944,little adadadadadadadadad dancing
8.430769230769231,animated props since
8.428571428571429,unknown territory pitted
8.428571428571429,terrible drug habit
8.428571428571429,phony gratuitous twists
8.428571428571429,bullet sponge capable
8.428571428571429,basic controller support
8.428571428571429,accurate sounding splash
8.426470588235293,noticably segmented gameplay
8.425,secret underground labs
8.425,secret underground lab
8.424242424242424,take center stage
8.416666666666666,wild goose chase
8.416666666666666,ep bsound designb
8.416666666666666,benefit flipping tables
8.41551724137931,b extraction point
8.40909090909091,irl roomies must
8.407407407407408,promising series degenerated
8.404545454545454,requires slow motion
8.403508771929825,fears strongest achievements
8.4,yelling oh shieeeee
8.4,regenerating heath levels
8.4,rampaging space marine
8.4,otherworldy etc etc
8.4,nightmare segments fail
8.4,john woo levels
8.4,incredible technological advances
8.4,everybodys animation tends
8.4,dismemberment physics httpswwwyoutubecomwatchvhoyhgxhnc
8.4,b crysis b
8.4,adjacent housing complexes
8.399014778325123,rapey even prompting
8.399014778325123,even unmanned mechs
8.38888888888889,eerily realistic flump
8.380952380952381,mostly traveling indoors
8.378787878787879,like wooden stakes
8.376146788990827,much weaker products
8.376146788990827,much pronunciated elsewhere
8.375,shadowy figures standing
8.375,puzzlegame linearity yes
8.37209653092006,base game heck
8.37209653092006,base game according
8.3671875,get russian plots
8.366666666666667,sweat b h
8.365079365079366,go slo mo
8.363636363636363,black mesa compound
8.358490566037736,largely idiots especially
8.35735294117647,standalone perseus mandate
8.35735294117647,perseus mandate thus
8.357142857142858,research facility images
8.355839416058394,intelligent enemy aib
8.355555555555554,theyr okay forget
8.351851851851851,sweet shooting controling
8.35,helpful reviews httpsstoresteampoweredcomcurator
8.345454545454546,beloved duel pistols
8.34375,heavilyarmored intelligent soldiers
8.34090909090909,didnt sobang bang
8.339172749391727,incredible enemy ia
8.333333333333334,urlhttpsteamcommunitycomgroupsheatofficialcurationhsteam curator pagehurlb
8.333333333333334,samey featuring dull
8.333333333333334,rpl submachinegun disentegrate
8.333333333333334,rolling chairs refuse
8.333333333333334,promotes save scumming
8.333333333333334,paid us dollars
8.333333333333334,optimal computer hacks
8.333333333333334,mysteriously evades capture
8.333333333333334,massively destructive psyop
8.333333333333334,lesser predicament occurred
8.333333333333334,hanging lamps flicker
8.333333333333334,flooded screenshots folder
8.333333333333334,expansions launch seperate
8.333333333333334,dismemberment yummy plenty
8.333333333333334,developer jeff orkin
8.333333333333334,decapitated bisection charred
8.333333333333334,cakewalk power fantasy
8.333333333333332,separate store pages
8.333333333333332,pretty neat mechs
8.333333333333332,h bb h
8.333333333333332,chapter called intervals
8.330012453300125,actionpacked firstperson shooter
8.326797385620916,perceus mandate seem
8.325,yes ive pointed
8.323529411764707,awesome ominous synth
8.321428571428571,creating interactive movies
8.318840579710145,psychic commander controlling
8.318627450980392,hl mashup without
8.317073170731707,mists fire blurs
8.315517241379311,skip extraction point
8.315517241379311,ok extraction point
8.307692307692307,youand express surprise
8.307692307692307,dumbest adversaries gives
8.301656920077972,fears point man
8.3,telepath whos controlling
8.3,steal almas dna
8.3,nightmare fuel material
8.3,makers harlan wade
8.3,includes punches kicks
8.3,grenade tango walks
8.3,else whos tasked
8.3,constant supportfire headcount
8.3,background lore explaining
8.297893481717011,perseus mandate expansion
8.297893481717011,expansion perseus mandate
8.294117647058822,work gordon freeman
8.291666666666666,remote bombs althoguh
8.291666666666666,bullpup form cs
8.289985326485693,playing extraction point
8.287749287749287,traditional assault rifle
8.285714285714285,small bulletproof vest
8.285714285714285,slowly drip feed
8.285714285714285,meaningless slavery basically
8.283333333333333,fullsync team brings
8.277777777777779,gleefully visceral combat
8.277777777777779,bullets fling bodies
8.277777777777777,unnecessarily aggressive towards
8.27375,telepathycontrolled clone soldiers
8.27375,clone soldiers commanded
8.27310924369748,bullet wounds effects
8.272727272727273,show apparent signs
8.27250608272506,unforgiving enemy behaviors
8.266666666666666,store page pertaining
8.266666666666666,sticky mine lodged
8.266666666666666,nameless sergeant assigned
8.266666666666666,aggressively annoying chore
8.262820512820513,mixing shotgun shells
8.261603375527425,todays horror qualities
8.26063829787234,begining really requires
8.260416666666666,sound design quirks
8.260416666666666,sound design enhance
8.260416666666666,invisible ninjaesque soldiers
8.25925925925926,ancient soundingbut used
8.25900900900901,angry ghost girl
8.257352941176471,recommend perseus mandate
8.25605778191985,extraction point expansion
8.252173913043478,psychic cannibal terrorist
8.250675675675677,mother alma girl
8.250675675675677,alma yo girl
8.25,skeletons uartificial intelligenceu
8.25,hes causing mayhem
8.25,delta boys died
8.25,clip rocket launcher
8.25,ceiling passageways point
8.25,balconies breaking windows
8.24294813466788,bullet time usage
8.24294813466788,activates bullet time
8.242753623188406,submachine gatling gun
8.242753623188406,crappy submachine gun
8.242424242424242,strong psychologicalhorror elements
8.241666666666667,alma walks toward
8.238095238095237,silent hero gig
8.238095238095237,penetrator creating skeltons
8.238095238095237,exploration alternative routes
8.235613810741688,second perseus mandate
8.233333333333334,max settings hopefully
8.232424677187948,youve ever complained
8.231481481481481,gear point man
8.231481481481481,commander point man
8.231481481481481,called point man
8.228571428571428,snooping around pays
8.228571428571428,fool around tho
8.226666666666667,ep youll traverse
8.224929732985345,fear perseus mandate
8.223684210526315,prefer berserker style
8.223076923076924,shooters arcade arena
8.222222222222221,janky af making
8.220689655172414,expecting significant scares
8.219936708860759,complete horror weakling
8.216666666666665,corporate tyranny set
8.21551724137931,outstanding extraction point
8.215116279069768,sparsely scattered throughout
8.214285714285715,government military employed
8.214285714285715,bullet impacts smoke
8.212121212121211,gamehalflife doom halo
8.211538461538462,altogether truly fucked
8.21124031007752,tear weaker enemies
8.21111111111111,replicas magically knew
8.208963585434173,youve moved around
8.208333333333334,intuition youd complete
8.208333333333334,core selling point
8.206140350877194,hollywood action movies
8.204545454545453,slow motion mechanic
8.203703703703704,startling cleverness yet
8.203703703703704,narrow halls yet
8.202620967741936,rich level design
8.202620967741936,clostrophobic level design
8.202614379084967,youve created warts
8.2,weaker guys etc
8.2,specific role considering
8.2,snappy reload punctuates
8.2,slow jog combined
8.2,randomly generated meaning
8.2,massive gigabyte installation
8.2,deep mature disturbing
8.199589416058394,enemy soldiers alerting
8.199213406292749,play perseus mandate
8.198412698412698,formiable military force
8.19683908045977,super hightened reflex
8.196428571428571,form fresh opinions
8.195652173913043,replica sailing stylishly
8.195329087048833,time via steroids
8.194852941176471,perseus mandate stand
8.194444444444445,ghosts hovering towards
8.194202898550724,new reviews quote
8.191142191142191,minor exploratory elements
8.191142191142191,minor comedic elements
8.19047619047619,roughly thirteen hours
8.18610547667343,first extraction point
8.1859243697479,perseus mandate together
8.18472906403941,im begging god
8.183962264150944,little backtracking involved
8.183094033188183,fear extraction point
8.182795698924732,latter gets accentuated
8.180555555555555,atc security pissants
8.18018018018018,warner bros games
8.178571428571429,single telepathic leader
8.178571428571429,elite group tasked
8.178354978354978,slow motion type
8.178221415607986,fears story pales
8.177304964539006,really annoying prick
8.175824175824175,boring allthesame locations
8.175526024363233,outlyingparticulary dangerous enemies
8.175526024363233,bullet sponge enemies
8.175,release alma scumbags
8.174545454545454,slow motion ability
8.17142857142857,government contract trained
8.170694284618335,horror elements incorporated
8.170694284618335,combines horror elements
8.170062695924765,extraction point took
8.169841269841271,dangerous psyop would
8.167992926613616,super funoverpowered shotgun
8.167910447761194,died quite allot
8.166666666666668,pin flailing bodies
8.166666666666668,bodies flying filling
8.166666666666666,syfy original movie
8.166666666666666,subtle mental cues
8.166666666666666,strangely addictive jumping
8.166666666666666,oppressive millionaire uncle
8.166666666666666,invisible ninja assassins
8.166666666666666,intriguing brother hunting
8.166666666666666,impact inflicts hgunsh
8.166666666666666,hightech paranormal theme
8.166666666666666,halo combat evolved
8.166666666666666,experienced budget cuts
8.166666666666666,exhibiting distinct behaviors
8.166666666666666,duty mctavish tells
8.166666666666666,duty battlefield medal
8.166666666666666,chuck nades directly
8.166666666666666,buildings officers sewers
8.166666666666666,ass handed back
8.166666666666666,angry stfu need
8.166497633536174,difficulty extraction point
8.164536849222447,game extraction point
8.163194444444445,splitting map design
8.161904761904761,walking around visualsatmosphere
8.161538461538463,ive never struggled
8.16139497161395,reveal enemy positions
8.16139497161395,disparate enemy types
8.159879336349924,shotgun feels orgasmic
8.159459459459459,scariest characters ive
8.159420289855072,penetrator gun impaling
8.159313725490195,well deserved score
8.159041394335512,wasnt explicitly scripted
8.15901771336554,new point man
8.158974358974358,dedicate separate one
8.15814393939394,classic halo design
8.156146179401993,play normally requiring
8.155555555555555,red dress causing
8.155555555555555,aggressively cuss talk
8.15378787878788,like max payne
8.152739726027399,beefy shooter mechanic
8.152173913043478,malevolent dead psychic
8.151815181518153,dont directly connect
8.151815181518153,dont auto consume
8.15,useless flashlight featured
8.1497277676951,extraction point theres
8.147712418300653,slow mo effects
8.147053457398286,behalf yet also
8.142857142857142,military branch specialized
8.142857142857142,hidden maintenance paths
8.14054054054054,aforementioned expansion pack
8.140391254315304,like physiological horror
8.140391254315304,horror like falling
8.140350877192983,japanese style psychologicalhorror
8.14026792750197,wasnt really explored
8.139285714285714,complete package includes
8.138594164456233,review extraction point
8.138037420382165,spine every time
8.138037420382165,boner every time
8.137755102040817,secondary cant understand
8.137426900584796,somewhat touching towards
8.135416666666666,many peoples minds
8.13424345847554,revelation fear remains
8.13424345847554,intriguing voicemail fear
8.133333333333333,humble wb bundle
8.133333333333333,destroyable objects around
8.133333333333333,body randomly falls
8.132806324110671,slow motion thats
8.132183908045977,extraction point dlc
8.132183908045977,dlc extraction point
8.130952380952381,essentially bullet sponges
8.129010695187166,well placed lights
8.128205128205128,sometimes wonderfully unexpected
8.128205128205128,never speaks throught
8.128205128205128,ending bbugsb ep
8.127906976744185,scarily strong enemies
8.127777777777778,marvelously visceral way
8.126666666666667,something called directinputfpsfix
8.125,subtle secret sauce
8.125,major gaming sites
8.125,back foot throw
8.123809523809523,rather humble nearly
8.122924648786718,series extraction point
8.12280701754386,action movie star
8.121846846846847,max payne games
8.121212121212121,unread voicemail messages
8.121212121212121,unlike lazy bots
8.120689655172413,obonoxious jump scares
8.119661733615223,use slow motion
8.117663981588032,classic horror movies
8.117647058823529,melee capabilities scenarios
8.117647058823529,agile melee combat
8.117307692307692,one complete gunfight
8.115384615384615,minor canonic conflicts
8.113636363636363,outofplacebutquitewelcome silly gore
8.113513513513514,games release featuring
8.11346153846154,hallucations alma places
8.113300492610838,even lean leftright
8.112721417069244,new shiny rifle
8.112721417069244,new scoped rifle
8.1123329225519,traditional enemy ai
8.1123329225519,seemlesslyusually enemy ai
8.1123329225519,nevertheless enemy ai
8.1123329225519,inteligent enemy ai
8.1123329225519,exceptional enemy ai
8.112172573189522,slow motion could
8.11111111111111,riot shield replicas
8.11111111111111,rampant technological issues
8.10989010989011,samey corridors textures
8.10963793982662,little girl yelling
8.10963793982662,little girl staring
8.10963793982662,little girl dressed
8.10963793982662,cute little girl
8.109375,scour every inch
8.108888888888888,slow mo ability
8.108597285067873,ending youve guessed
8.108333333333334,max payne kind
8.108045977011493,competent horrorish story
8.107716412064239,new indie games
8.107609788803218,time andthis isnt
8.107359307359307,modernized around doom
8.107142857142858,nearly decades old
8.106060606060606,typical classic fashion
8.105839416058394,flank enemy combatants
8.105839416058394,enemy troops panic
8.105839416058394,enemy awe inspireing
8.104761904761904,municipal works areas
8.104545454545455,slow motion mode
8.103703703703705,captureeliminate fettel yet
8.102739726027398,millennial shooter titles
8.102739726027398,classic firstperson shooter
8.1010101010101,whistles like sparks
8.100132625994695,extraction point appear
8.1,light bulbs pop
8.1,high poly models
8.1,frontloaded walking simulator
8.1,devastating thus forcing
8.098989898989899,slow motion key
8.098484848484848,total crutch going
8.098147108366087,one seminew enemy
8.098147108366087,one enemy walks
8.096846846846848,games selling point
8.096846846846848,condemned games hold
8.095454545454546,uncannily fast reflexes
8.095454545454546,point mans reflexes
8.095238095238095,railgun weapon called
8.095238095238095,merc group called
8.094936708860759,horror potential squandered
8.094936708860759,firstperson horror classic
8.094936708860759,eerie edgeofyourseat horror
8.094202898550725,unlock new missions
8.093837535014005,extreme difficulty iwhich
8.093837535014005,extreme difficulty expose
8.092576791808874,name fear abbreviated
8.092342342342343,ghost girl typical
8.092133620689655,feel every cell
8.091666666666667,oversaturated genre gaming
8.091666666666667,ish hour campaign
8.090116279069768,use guerilla tactics
8.089585666293393,isnt really melodic
8.089585666293393,honesty isnt really
8.089402173913044,replica soldiers display
8.086956521739129,regular nonhorror fps
8.086538461538462,name never dies
8.086538461538462,modern gaming generation
8.085805934242181,scares littered throughout
8.085714285714285,sponginess id rather
8.085714285714285,rescued id say
8.085365853658537,ever physically harm
8.084942084942085,games length works
8.084313725490196,fullblown melee system
8.083870967741936,cover art lead
8.083333333333334,everyday life brings
8.083333333333332,blow giant chunks
8.083186653401699,good mids shooter
8.083116883116883,badass slow motion
8.083059210526315,every encounter hrosesh
8.08201754385965,max payne style
8.081699346405228,emotion towards anyone
8.08,clone troopers led
8.079365079365079,separate atc facility
8.079365079365079,checkpoint god help
8.079153605015675,plot extraction point
8.078947368421053,isnt shitty platforming
8.07843137254902,damn fine exotics
8.075675675675676,mysterious ghostie girl
8.075675675675676,demonic girl appearing
8.074116965836712,like time trials
8.07411696583671,time rivaling doom
8.074019607843137,gaming game studies
8.073529411764707,awesome pump shotgunthat
8.071808510638299,remote detination grenades
8.071808510638299,outflank throw grenades
8.071428571428571,theoretic premise works
8.071428571428571,silent disappointed stares
8.071428571428571,pleasantly surprised admittedly
8.071428571428571,leg sweeps unfortunately
8.071428571428571,kind ofwell stupid
8.07,point mans ability
8.069335816263191,good slow mo
8.069264069264069,ten hours depending
8.068627450980392,opposition without spoiling
8.068627450980392,launch options without
8.067576791808873,recently revisited fear
8.067226890756302,bullet impacts kick
8.066666666666666,see fit assuming
8.065217391304348,require multiple phases
8.064814814814815,threats point man
8.064814814814815,point man experiences
8.064814814814815,mute point man
8.063636363636363,switch weapons depending
8.063636363636363,exotic weapons like
8.062616099071208,perseus mandate actually
8.061904761904762,searching around looking
8.061904761904762,paper flutters around
8.06,office highrise youll
8.06,fairly diverse arsenalalthough
8.059319177620491,introduce new things
8.058968058968059,games like fallout
8.058968058968059,games like avp
8.057971014492754,invisible parkour guy
8.057142857142857,weird hitboxes etc
8.057122507122507,point man one
8.056162464985995,single game beautifully
8.055555555555555,vocal making combat
8.055555555555555,red outfit crawls
8.055555555555555,created duel wielding
8.055555555555555,bloody red dresses
8.055443208628244,new nightcrawler enemies
8.055072463768116,open naturelike areas
8.054545454545455,slow motion properly
8.054545454545455,faceless nameless protagonist
8.053921568627452,first youd ask
8.052032520325204,rarely ever dipping
8.051851851851852,pretty spooky length
8.051470588235293,core gameplay relys
8.051282051282051,scariest taking inspiration
8.05,ordered set back
8.05,numbers dwindle fast
8.05,fast combat sliding
8.049651567944252,ever months maybe
8.048850574712644,expansions extraction point
8.048850574712644,alternate extraction point
8.048662420382165,time slowing ability
8.048128342245988,dynamic lights setup
8.047619047619047,shorter length means
8.047619047619047,dangerous spurofthemoment decisions
8.04757343550447,point man feel
8.045454545454545,greats like quake
8.045454545454545,consoles like killer
8.044871794871796,formula youd expect
8.044444444444444,thirteen different types
8.044444444444444,deep biowareesque world
8.043956316703897,horror themed game
8.043956316703897,horror game meshed
8.041666666666668,big selling point
8.041666666666666,reflex bar recharges
8.041666666666666,earth shattering sound
8.041379310344828,story justjust skip
8.04054054054054,expansion packs included
8.040165631469979,around halflife cscz
8.03958436417615,youre playing competitively
8.03958436417615,youre playing chaoticly
8.039473684210527,experience unspoiled aside
8.039381153305204,scifi horror element
8.039381153305204,gmod horror map
8.039005363237445,unfortunately fear suffers
8.038763197586727,base game adds
8.038461538461538,meaty feeling thanks
8.038461538461538,darkdimly lit quiet
8.038461538461538,adding another piece
8.038208168642951,traditional gun like
8.038208168642951,fancy gun depending
8.038101604278074,pistoldual pistols well
8.036789297658864,strange psychic zombieghosts
8.035714285714286,creepy ghost sightings
8.035155926875671,time bsmart ai
8.033333333333333,team members hopefully
8.033333333333333,pretty freaky sht
8.033333333333333,becomes grating eventually
8.032967032967033,truly chilling unfortunately
8.032967032967033,empty building structures
8.032391606623689,fear point man
8.032163742690058,powerful ammunition towards
8.03030303030303,samey corporate hallways
8.030165912518854,modern configurations without
8.03,hl falls short
8.029931093884581,use point man
8.029385964912281,max payne sure
8.029147235176548,horror themed theres
8.028662420382165,twicesecond time literally
8.028662420382165,time consistently remained
8.028662420382165,pieces midbullet time
8.028571428571428,fling around due
8.028213166144202,feel like filler
8.027777777777779,main selling point
8.027380952380952,creepy alma stalks
8.027021040974528,things lurk around
8.027021040974528,lug around throughout
8.026683087027916,also incredibly cramped
8.026400321220638,effects hpresentationh fear
8.026315789473685,somewhat predictable infodump
8.025901472828847,unnaturely good reflexes
8.025542784163473,super hero yet
8.022441933458882,point man could
8.022321428571429,psychedelic cloned soldiers
8.022222222222222,different body armors
8.02174688057041,classic video game
8.021139705882353,every conceivable aspect
8.020807833537333,isnt downright scary
8.020588235294117,anyone whos nervous
8.020448179271709,game suffers unfortunately
8.020238095238096,throw bodies around
8.01958525345622,might come accross
8.01875,art design b
8.018518518518519,hoard prototype rifle
8.018518518518519,futuristic sniper rifle
8.01764705882353,game without listening
8.016666666666666,nails fast af
8.016135084427768,ever matched since
8.016042780748663,predecessors however like
8.015989340439706,powerful diminishes horror
8.015873015873016,hurl objects debris
8.01574074074074,max payne series
8.013513513513514,games stylized feeling
8.013513513513514,games checkpoint saves
8.012820512820513,shotgun literally tears
8.012820512820513,rivals halflifes shotgun
8.012820512820513,linear exploration interspersed
8.012820512820513,balso shotgun rounds
8.011603375527425,japanese horror movies
8.011128775834658,first expansion deals
8.0109243697479,game revolves around
8.01063829787234,postioning matters really
8.010570824524313,things like announce
8.010487916096672,play without searching
8.010180623973728,around youentry easy
8.009375,explore every nook
8.009375,every minute detail
8.008436724565756,one gets pinned
8.007575757575758,groups often operating
8.007575757575758,didnt laugh anymore
8.007575757575758,developpers didnt bother
8.007486631016043,slow motion giving
8.006762716847986,good tactical sensibilities
8.006493506493506,borderline clairvoyant ai
8.006493506493506,ai clue marks
8.006397306397306,slow motion shooting
8.005839416058393,enemy ambush awaiting
8.005656108597286,doesnt truly convey
8.005128205128205,biggie rarely happens
8.004444444444445,youll quickly learn
8.003765227021042,play around halloween
8.003349753694582,youll also receive
8.003349753694582,stance youll also
8.00328535669587,really well laid
8.003284072249588,story revolves around
8.003284072249588,story evolves around
8.002164502164502,bullet timeslow motion
8.000910125142207,secondary fear team
8.000470035252643,fps games dominated
8.0,yells sniper turns
8.0,witnesses probably programmed
8.0,vibrant color palette
8.0,traditional rating overall
8.0,street hockey goal
8.0,stick fighting defensively
8.0,spectacularly predictable piece
8.0,reuse old concepts
8.0,rag dolls flying
8.0,protagonists actions matter
8.0,progressed nicely flashbacks
8.0,original anyway bat
8.0,opening cutscene explains
8.0,old office cubicles
8.0,obliterated live footage
8.0,nonstop adrenaline rush
8.0,matrix traces pierce
8.0,main riff stuck
8.0,main antagonistic force
8.0,leave smoke hanging
8.0,launches steel stakes
8.0,high refresh rates
8.0,high intensity fighting
8.0,high clip size
8.0,funiculars graphically ifeari
8.0,delicious torture choosing
8.0,day remains entertaining
8.0,chris hansen simulator
8.0,childmy uncle introduced
8.0,battling paranormal activities
8.0,arent annoying frequent
8.0,alien vs predator
8.0,abandoned buildings alleyways
7.999019607843137,official video game
7.998922413793103,super elite soldiers
7.9964426877470345,excellent gunfightsscaresand weapons
7.995614035087719,total ifeari isnt
7.9949367088607595,see horror mistreated
7.994871794871795,sometimes become drawn
7.9944444444444445,point mans conclusion
7.994194194194193,resident spooky girl
7.993137254901961,game doesnt plan
7.992753623188406,cranked gun load
7.992307692307692,purely misguided one
7.992307692307692,one office blockbuilding
7.992307692307692,one hint ladders
7.992307692307692,fearlike itch one
7.9921875,occasionally get spooped
7.991085225246642,impeccable really good
7.990960451977401,developers could imagine
7.990200881920627,time never ceasing
7.988925802879291,fantastic youre questioning
7.988888888888889,slow mo upgrade
7.988636363636363,name plot synopsis
7.988095238095237,requires roughly minutes
7.987878787878788,slow motion power
7.987096774193548,healing whilst using
7.987037037037037,elite team yet
7.987012987012988,classic specops mission
7.98695652173913,fps enjoyers library
7.986940433867808,startlingly good ai
7.984754376058724,ai interactivity alone
7.984375,scour every corner
7.984126984126984,red mist splitting
7.984126984126984,red mist railgun
7.983942908117752,could seems optional
7.983870967741936,expert level designer
7.983870967741936,cover eg knocking
7.983870967741936,aspiring level designer
7.983809523809524,god damn something
7.983739837398373,providing supressing fire
7.983739837398373,fire hydrants blow
7.982905982905983,usually brightly lit
7.982651010261293,best enemy intelligences
7.982456140350877,pickups include health
7.981684981684982,last forty minutes
7.980839416058394,enemy variations including
7.980839416058394,enemy encounters rinse
7.980180180180181,todays video games
7.98,ten years old
7.979935119548241,look shiny also
7.979551320230296,alltime best shooter
7.978662420382166,essentially slow time
7.978260869565217,original halflife marines
7.978260869565217,meaty excellent presentation
7.978260869565217,excellent vehicular combat
7.978260869565217,excellent footstepsbullets dropping
7.978215089681214,fear really represents
7.97793679189028,use shotgun gibs
7.977777777777778,usually pretty cheesy
7.977777777777778,recharges pretty quickly
7.975824175824176,bullet sometimes lmao
7.975348240469208,classic level design
7.974391805377721,apocalypse seriously enough
7.974025974025974,three weapon restriction
7.97310686482661,maximum time ditto
7.97310686482661,hfirst time player
7.973063973063973,actual audio engineer
7.972829131652661,hours neither game
7.972761518400464,also horrordreamlike sequences
