score,keyword
8.529411764705882,many unimportant urukhai
8.529411764705882,many ethical implications
8.529411764705882,many anticipating customers
8.521739130434783,multiple highend machines
8.521027542372881,batman assassins creed
8.521027542372881,assassins creed batman
8.519138755980862,story unsolved plotholes
8.519138755980862,story jesus crist
8.519138755980862,dieh hproshlist story
8.51774483378257,like middle earth
8.516666666666667,middle earth written
8.516666666666667,middle earth feels
8.516,time composing pictures
8.515819209039547,assassins creed except
8.515819209039547,assassins creed clone
8.514285714285714,quicktime event yuck
8.511363636363637,smash litherial would
8.509493670886076,ezio auditore get
8.507462686567164,centered around restoring
8.506493506493506,liberally borrows mechanics
8.505494505494505,uhgoty reviewhu shadow
8.505494505494505,recommendations hindepthh shadow
8.504545454545454,even tryna hide
8.503623188405797,middle earth played
8.501078167115903,like assassasins creed
8.5,wide shouldered torso
8.5,sunday afternoon walk
8.5,stongholds commiting genocide
8.5,steelseries programable keyboard
8.5,society another highlight
8.5,ride evry animal
8.5,quite violent ie
8.5,physical entityspiritual entity
8.5,persona q beats
8.5,noticeably lower resolution
8.5,long gleefully massacring
8.5,larger scaled battles
8.5,flawless widescreen application
8.5,enabled cloud saves
8.5,eight directions wasd
8.5,danger indefinitely loses
8.5,clocked mach towards
8.5,caragor tigerish mount
8.5,captain f q
8.5,cake walk akin
8.5,bruce wayne engineers
8.5,borderless windowed mode
8.5,beyond hitting f
8.5,archery mob poisons
8.494714587737842,side missionweapon quest
8.493827160493828,filmbook creatures make
8.493333333333332,twelve fifteen hours
8.491638795986622,tos fo fun
8.491638795986622,fun spoilerdominating captaisn
8.491620111731844,anime protagonist overall
8.488214087631725,middle earth game
8.486486486486486,avatar something among
8.482758620689655,infinitely spawning enemies
8.478260869565217,seemingly random placement
8.472222222222221,middle earth shadows
8.46988088485536,main quest ofc
8.46988088485536,ingnore main quest
8.468870852232037,assassins creed last
8.466666666666667,season pass trend
8.464285714285715,elf queen says
8.464285714285715,browns slightly redeemed
8.463836477987421,middle earth though
8.463414634146341,advise abc always
8.46236559139785,calification suggestion go
8.460526315789474,roars although voicing
8.459119496855346,middle earth games
8.457943925233645,snarl clichs also
8.456521739130434,boasts ususally keep
8.455357142857142,lesser orcs joining
8.455357142857142,intercepting named orcs
8.454545454545455,whole intrigue minigame
8.452380952380953,sean bean graphics
8.450230709488785,like assassins creed
8.450230709488784,assassins creed like
8.45,remote control car
8.44915254237288,assassins creed mixed
8.44915254237288,assassins creed middleearth
8.446547420965057,game shines heavily
8.446153846153846,visit lands mordor
8.444444444444445,sean bean told
8.444444444444445,fps eets gurd
8.43859649122807,hans zimmers stuff
8.435897435897436,kind fo fizzles
8.434640522875817,moviesever ive heard
8.434640522875817,ive heard improves
8.430075532158387,pretty straigth forward
8.429400386847195,plant side quests
8.429400386847195,extraneous side quests
8.428571428571429,often crossed pathes
8.428571428571429,batmans narrow alleys
8.428030303030303,middle earth would
8.427201322860686,good assassins creed
8.426229508196721,characters inconsequential beauty
8.422161172161172,middle earth shadow
8.421875,batman archam city
8.42069996333794,game assassins creed
8.420699963337938,assassins creed game
8.420581113801452,assassins creed set
8.420454545454545,style heavily entrenched
8.416666666666668,title middle earth
8.415384615384616,black screen boot
8.411764705882353,sword pew pew
8.411764705882353,incrememts max focussame
8.411111111111111,claudia black including
8.406976744186046,camara destroys everything
8.404761904761905,see havoks influence
8.404761904761905,mileage may vary
8.4,steams cloud saving
8.4,asaassins creed jumping
8.399152542372882,assassins creed without
8.397365196078432,batman arkham ssries
8.397365196078432,batman arkham asylums
8.397365196078432,batman arkham asylumcity
8.396322353693636,assassins creed though
8.394607087827426,assassins creed style
8.393939393939394,stealthedranged need pummeling
8.393939393939393,desired combate wise
8.393928661775867,playing assassins creed
8.392857142857142,vaguely pointing talion
8.39160537256156,assassins creed games
8.389729239146877,assasins creedbatmanesque game
8.38888888888889,herb gather x
8.388367546432063,socalled nemesis system
8.388367546432063,oftenheralded nemesis system
8.388367546432063,nemesis system carries
8.388367546432063,famous nemesis system
8.388367546432063,builtin nemesis system
8.388367546432063,absolutelyworththehype nemesis system
8.385007649158592,open though heh
8.384848484848485,assasins creed ripoff
8.384848484848485,assasins creed etc
8.38256880733945,great voice actings
8.380681818181818,timesink gameplay encouraging
8.375,grants muchneeded depth
8.372549019607844,achievements exponentially rise
8.371428571428572,enemy respawns occur
8.36923076923077,yall think marwen
8.36910569105691,main storyi continued
8.368139884145034,assassins creed feel
8.362888755980862,hobbits story line
8.362820512820512,middle earth mordor
8.3625,black hand member
8.361559139784948,middle earths lore
8.359142683244935,nemesis sistemi like
8.358646213258957,assassins creed get
8.35064935064935,end horribe unforgivable
8.350490196078432,arkham asylum takeover
8.349152542372881,assassins creed however
8.347222222222221,part bshameless plugb
8.347169811320754,errors though thankfully
8.345238095238095,middle earth history
8.345021037868163,played itthe nemesis
8.344588744588744,nemisis system creates
8.342896174863387,middle earth characters
8.340791338359503,fun assassins creed
8.333333333333334,weak unessecary inclusion
8.333333333333334,treat somebody poured
8.333333333333334,tolkiens middle earth
8.333333333333334,sub iq nobbs
8.333333333333334,making splitsecond decisions
8.333333333333334,internal referencing wont
8.333333333333334,gamepad pref controller
8.333333333333334,drastically larger margin
8.333333333333334,dealing sustained damage
8.333333333333334,contacted hovis direct
8.333333333333334,cars extended warranty
8.333333333333334,canon ie fauna
8.333333333333334,awfully monotonic grind
8.333333333333334,acceptable voice acting
8.333333333333332,mean saurons brutes
8.331911163062536,assassins creed series
8.330120481927711,runs remarkably well
8.329365079365079,final boss fightwas
8.328125,find smeagolgollum yup
8.328048780487805,good yt video
8.326568363194333,assessment like arkham
8.321547420965057,violent video game
8.321547420965057,video game realm
8.321547420965057,game apparently broadens
8.31989247311828,middle earth lore
8.319259985297721,like assasins creed
8.318181818181818,assasins creed mixed
8.318131008271854,last boss battleand
8.31363088485536,main quest line
8.311363636363636,black flag would
8.307692307692307,walls swing sowrds
8.307692307692307,cause havoc among
8.307563025210083,resolved looking forward
8.307462686567163,runs around deciding
8.305555555555555,shine enoughat least
8.303571428571429,often heavily discounted
8.302525252525253,gets repetitive omg
8.302525252525253,gets annoyingly repetitive
8.29915254237288,assassins creed elements
8.298820148237784,wise amazeing game
8.298820148237784,side questsnice game
8.297820823244553,bright lord midway
8.295306388526727,assassins creed mordor
8.293333333333333,hours thereafter thankfully
8.291666666666666,universe esq hero
8.29032258064516,fyi spoiler spoiler
8.289729239146876,assasins creed game
8.287878787878789,visually impressive property
8.286652542372881,fluid assassins creed
8.285833135250773,rpg game allot
8.285714285714285,alrdy unlocked everyskill
8.285,prisoner rescue missions
8.284848484848485,weaken saurons army
8.283114806523825,assassins creed map
8.282051282051281,scenario seemed botched
8.282051282051281,bottom teer powers
8.280952380952382,semiopen world rpg
8.28095238095238,assassin creed fans
8.280691179425357,uninspired boss fights
8.280691179425357,lacklockster boss fights
8.280691179425357,boss fights namely
8.278272875611899,pretty quick bringing
8.27772397094431,believe assassins creed
8.272727272727273,peter jackson movies
8.272229465449804,assassins creed plus
8.272229465449804,actually assassins creed
8.266666666666666,h bb h
8.266666666666666,dragon age origins
8.263636363636364,every dollor spent
8.262732789286462,first assassins creed
8.262272727272727,side missions aka
8.261363636363637,cameras getting stuck
8.260634648370498,assasins creed games
8.260436309853947,game gets grate
8.260436309853947,game gets discussed
8.259493670886076,get stun locked
8.257943925233645,frustration also stems
8.252240957813576,looks like bane
8.251454427925015,dont reeally care
8.25,solid production values
8.25,saw middle earth
8.25,manualy increase dificulty
8.25,gameplayawesome graphicsgood dislike
8.25,flashy wraiths shockwave
8.25,enjoys middle earth
8.25,considored lack luster
8.249235474006117,great voice acting
8.249152542372881,best assassins creed
8.249152542372881,assassins creed whilst
8.24736842105263,anything involving aidingrescuing
8.247348484848485,acting independently gameplay
8.246239457438485,like ac ha
8.245687645687646,scaling system needs
8.244891854578924,games main menuodd
8.244715447154471,good voice acting
8.244444444444444,gets infinitely easier
8.243827160493828,consistent prompts make
8.243418430293252,pretty good iam
8.243418430293252,pretty darn good
8.243383311603651,better assassins creed
8.240318074360626,becomes really addicitve
8.24,absolutely amazeballz xoxoxox
8.238214087631725,game v sync
8.238214087631725,game changer allowing
8.238214087631725,game blatantly rips
8.238095238095237,old hackaslash rpg
8.237878787878788,even bother putting
8.236766398158803,get side tracked
8.233962264150943,wasnt voice acted
8.233599149388624,stubborn really steam
8.233333333333334,flashback dlcdont bother
8.232456140350877,felt voice acting
8.232323232323232,really flexible system
8.229211571185479,grass looks good
8.228410166063098,soulslike game ive
8.228410166063098,game ive fallen
8.227799227799228,fast pacedaction rpg
8.22753092075126,love assassins creed
8.226078167115903,keybinding bug like
8.223076923076922,gollums voice since
8.222610722610723,smash every orc
8.222222222222221,dialogue voice acting
8.222222222222221,crowded urukinfested environment
8.221700879765397,nemesis system provides
8.221577780371106,main story theoretically
8.221577780371106,main story supplies
8.221577780371106,main story fck
8.219362745098039,ive read beforehand
8.21870882740448,worth every penny
8.21838331160365,think assassins creed
8.217888884379693,game doesnt spoonfeed
8.21432783018868,rocksteadys batman games
8.21432783018868,rocksteady batman games
8.21432783018868,batman games gameplaywise
8.21432783018868,batman arkum games
8.214285714285715,afford hiring someone
8.212969696969697,every godamn time
8.212788906009246,enjoy assassins creed
8.21144278606965,voice acting playing
8.206415806415807,really dont retain
8.206295399515739,assassins creed skin
8.205910190345987,look pretty similiar
8.20456668396471,main quests thankfully
8.204395604395604,slights dont stop
8.204040404040404,really really screwed
8.204040404040404,really really irritates
8.203463203463203,mechanics every killscombos
8.203126368333479,easytofinish game based
8.203098369136105,really sees like
8.202439024390245,likeable main protagonists
8.202380952380953,invading strongholds lots
8.202127659574469,lowno fetch quests
8.2,clunky controlls jesus
8.197860962566844,afew side mission
8.19783718227298,pretty boring storyspoilerand
8.197837182272979,storylore pretty boring
8.196969696969697,stronger every lvl
8.196969696969697,made every chieftian
8.196969696969697,achived every achivment
8.195490131733159,pretty well crafted
8.195324283559577,ive gotten uggu
8.192239858906525,make boss strongers
8.19168428470754,every side quest
8.18939393939394,middle earth franchise
8.189281129653402,main beauty going
8.188888888888888,amazing voice acting
8.188367546432062,nemesis system h
8.186813186813186,infinite wallhack powers
8.185805422647528,story voice acting
8.185383244206774,fairly limited gameplaycombat
8.185369649805446,pretty borinng unless
8.1851976450799,main campaign altho
8.184615384615384,black flag worse
8.183962264150944,map breaks toomaybe
8.183838383838385,havent really adjusted
8.182666666666666,excellant time waster
8.18256880733945,fludity feels great
8.182485875706215,basically assassins creed
8.181122448979592,war chiefs tldrstory
8.181122448979592,manipulate war chiefs
8.180388529139686,random quests popping
8.180068982508008,really good nurn
8.177277542372881,find assassins creed
8.177033492822966,button context based
8.176229508196721,female characters thou
8.175384615384615,youll stealth takedown
8.174543961732052,pretty much mastered
8.174543961732052,pretty much identical
8.174543961732052,pretty much ensure
8.174543961732052,pretty much easymode
8.174543961732052,pretty much destroyed
8.1740317775571,greates games based
8.174019607843137,fairly widespread bug
8.17356762298526,really freat game
8.17356762298526,game really shines
8.17356762298526,game really gots
8.17356762298526,game really feeds
8.172698662470495,harder nemesis mobs
8.172625588080962,game thrives like
8.172625588080962,game like notches
8.172625588080962,game like ia
8.172022070756247,crappiest fights ever
8.171547420965059,purely elegant game
8.171547420965059,game organically evolves
8.17121212121212,performs beautifully even
8.168774703557313,paid havent played
8.168398268398269,loving every second
8.166666666666666,three dimensional personalities
8.166666666666666,terribly shortbut compared
8.166666666666666,hardcore tolkien fans
8.166666666666666,dwarf sections apparently
8.166666666666666,discourage nonstealth approaches
8.166666666666666,defeating goblin leaders
8.166666666666666,anti climatic towars
8.166666666666666,almost identical except
8.166666666666666,afterwards hes aware
8.165369649805447,pretty underpowered compared
8.165369649805447,pretty sizable liberties
8.165328805186785,questssidequests doesnt feel
8.164335664335665,assasins creed mordor
8.162573099415205,clonefeeling gets less
8.16255442670537,replayability drained though
8.16235827664399,combat gets easiermakes
8.162020202020202,really encouraging stealth
8.162004662004662,guess orc varation
8.159740259740259,assassin creed style
8.159477124183006,tension music gets
8.159196810299274,pretty assuredly make
8.157837445573294,alltime favorite games
8.15700844579207,pretty fun especailly
8.156862745098039,ive almost opened
8.156738544474393,assassin creed games
8.156542056074766,little awkward traversal
8.155944055944056,orc advancement system
8.15583513430071,doesnt get mundane
8.15559163059163,didnt really resonate
8.15559163059163,didnt really partake
8.154633620689655,batman arkam series
8.154504504504505,open world formula
8.154116228304508,great game experiece
8.153997378768022,great playability set
8.153005464480874,shining exception im
8.153005464480874,hstoryh okay im
8.150614967688139,still doesnt cover
8.149999999999999,cetrifugal force behind
8.149596201452862,testits good game
8.149596201452862,good game plagued
8.149596201452862,good game minos
8.149596201452862,good adventurefighting game
8.149596201452862,exceptionally good game
8.149152542372882,assassins creed pace
8.14892623716153,captains ive slain
8.148717948717948,mouse acceleration needs
8.147365196078432,batman arkham knight
8.147365196078432,batman arkham city
8.145854286518889,like playing chronologically
8.145454545454545,nonskippable minor cutscenes
8.145008912655971,nemasis system makes
8.144318181818182,havent read extensively
8.142560742560743,look really sick
8.142292726728524,pretty heckin cool
8.141895604395604,dont knowlets say
8.141258741258742,assasins creed since
8.13974358974359,without ever remembering
8.13888888888889,target press e
8.13880701754386,time learning curve
8.138680659670165,youve played asscreed
8.138367546432063,nemesis system breaks
8.13809523809524,world perhaps shortly
8.137254901960784,expect voice acting
8.137218045112782,constently felt overpowered
8.136910268270121,completing tediuous quests
8.136547551522026,main quest path
8.135718309859154,favourites last time
8.135714285714286,reviews started pouring
8.135375494071146,weebit repetitive worth
8.134751773049645,buy rune slots
8.134516086323314,dont plan well
8.134493670886076,fightingyou get tired
8.134408602150538,uruks everywhere ffs
8.134135472370765,miserable times ive
8.133489461358314,id avoid investing
8.132462686567164,milling around waiting
8.131547420965058,stealth game excluding
8.131528046421664,quests side quests
8.130330616445978,story line quest
8.129575567033461,id probably opt
8.128903225806452,quick time evens
8.128668532586966,main characters skillset
8.12828535669587,arent completely invulnerable
8.126022913256955,seemed completely immune
8.125641025641025,orc murder simulator
8.1255081300813,storyline doesnt motivate
8.125139977603583,skilltree fighting becomes
8.125118849536486,game didnt satisfy
8.125,unfixable audio bug
8.124891887216744,different vengeance quests
8.124887690925426,handles like ass
8.123313575039091,also pretty corny
8.12310934787999,look great udn
8.12280701754386,learning curve required
8.12202380952381,orcs voice acting
8.122023809523808,sneaky shank orcs
8.121879815100154,assassins creed players
8.121879815100154,assassins creed franchise
8.121861471861472,final battle wich
8.121739130434783,multiple angles unfortunatly
8.121739130434783,films years apart
8.121547420965058,game without spoiling
8.121547420965058,game runs smoothly
8.120065508888056,feel like youskipped
8.120065508888056,feel like spiderman
8.119718309859156,last planing ahead
8.119422812643151,assassins creed right
8.119047619047619,individual model graphics
8.119047619047619,directx graphics card
8.118845500848897,wish ac asside
8.11879021879022,open world rpg
8.118717232285814,game locking though
8.118717232285814,energetic game though
8.11803957662218,sale doesnt justify
8.117460317460317,constant orcmurdering gets
8.116323540368043,game solidly playing
8.116319444444445,batman combo meter
8.116305916305915,quicktime event really
8.115548780487805,say good bye
8.115533715533715,never really cared
8.114942528735632,abilities except dispatch
8.114404563822202,okish looking game
8.114008941877795,enjoyable id prefe
8.112745098039216,many advantages outside
8.111445783132531,epicunfortunately bad port
8.11111111111111,hour return policy
8.110013175230566,converted every uruk
8.110008959426597,game plays fluently
8.109119496855346,semiopen world games
8.109119496855346,opwn world games
8.10894105894106,dont even immerse
8.108540853683067,like stealthing around
8.107954545454545,gameplay wise ehhhhh
8.106565656565657,really descent even
8.106547420965057,game camapaign missions
8.104880754298392,lotr game market
8.104880754298392,gritty lotr game
8.104166666666666,meet lowrank bosses
8.103772418058133,clean combat system
8.103772418058131,combat system dynamicbut
8.103772418058131,combat system allthough
8.10327706057597,steam sumemr sale
8.102525252525252,somewhat repetitive gameh
8.10245283018868,stealth orientated games
8.102020202020203,really winnner cuz
8.10166790289277,steath game well
8.101449275362318,icon hunting trip
8.10137844611529,easy learning curve
8.101267085702883,pretty dank kind
8.1010989010989,seemed awfully short
8.101078167115903,tolkien geek like
8.101078167115903,fcking dolars like
8.1,unstoppable force partaking
8.1,terror apart storys
8.099152542372881,assassins creed installment
8.097187536468667,good alt story
8.096067053513861,side quests except
8.094048780487805,good time non
8.09376964318728,truely amazing game
8.093709884467266,doesnt cram anything
8.093333333333334,hours non stop
8.09328655139984,game worth putting
8.09328655139984,game multiple varaties
8.091638795986622,fun murder simulator
8.08994708994709,free weekend needless
8.089599194714514,last main quest
8.087564653602389,something like thatthat
8.087564653602389,something like omg
8.087457095224085,really funonly thing
8.08735632183908,r soem things
8.087121212121211,button bashing ones
8.086515060319787,automovement thing like
8.086363636363636,havent even tested
8.086134453781511,infinite possibilities makes
8.084848484848486,saurons army tree
8.08444666001994,loved assassins creed
8.083773977680567,negatives id like
8.083333333333334,climbable terrain outside
8.083333333333332,definetely worh picking
8.083296411165264,careless id love
8.082758620689656,enemies gain strengh
8.082666666666666,designers spent time
8.082278481012658,create fights executions
8.082185718837398,game completely lacklustre
8.082020202020201,really emerseive plenty
8.081845238095237,intriguing bottom line
8.081638755980862,nightmare tldr story
8.081196581196581,inventive orc slaying
8.081041091851134,rgp game get
8.08049040511727,started playing stabbed
8.080289855072465,played forty hours
8.080289855072465,iave played hours
8.079918032786885,id heavily recommend
8.079411764705881,many themes without
8.079365079365079,old xbox remote
8.079140089770847,succeeded fairly well
8.079138755980862,catchy story stealth
8.079010107532223,game toying around
8.078891257995735,ran around clueless
8.078126368333479,game heavily based
8.07801950487622,quick exit sometimes
8.075974025974025,satifiying even beating
8.075820925238563,still unvailable game
8.075820925238563,game still lives
8.075786163522013,new games pile
8.075489589775303,really funthe combat
8.075187969924812,learning curve graphics
8.075,brandmind control element
8.074747474747475,lazy crafting system
8.073438293550026,havent playedspoiler overall
8.073260073260073,sloppy quicktime events
8.07255877034358,didnt feel challenged
8.071547420965057,video game proper
8.071547420965057,midlate game graphic
8.071547420965057,longenough game andor
8.071547420965057,incredible game deserving
8.071547420965057,game losing credibility
8.071547420965057,game however renews
8.071547420965057,game fcking slaps
8.071547420965057,game bactuallyb begins
8.071547420965057,game automatically saves
8.071547420965057,game algorithms work
8.071374764595102,assassins creed engine
8.070083359061439,major bos fights
8.070062977957715,still felt golum
8.06989247311828,hardcore fans might
8.06988088485536,main quest bring
8.069687576474427,good fun untill
8.069687576474427,good clean fun
8.069230769230769,slightest notice think
8.06906906906907,fast travelrespawn dialogue
8.067417292187935,great fan fiction
8.066666666666666,mapworld anyway glad
8.066666666666666,dwarf named torvin
8.066666666666666,aim function paired
8.066515249837767,worth playing category
8.066262353998203,games quiet honestly
8.06578947368421,felt blue balled
8.065369649805447,pretty tight tddr
8.065327780371106,main story line
8.064880754298391,game saves hours
8.064880754298391,game na hours
8.064411764705882,many missions maxing
8.063485673691687,good singleitem thing
8.063443758513753,like cs go
8.063186216951681,fun slasher game
8.063123407353476,tis good enough
8.062745740498034,didnt metter much
8.0625,urukhai hierarchy changes
8.0625,hit friendly troops
8.062339529629249,also dont overwhelm
8.062272727272727,side missions involving
8.060776119402984,agreat time playing
8.06,combines stealth drain
8.059233449477352,major set backs
8.058389526228215,comboonly fighting game
8.058033907451545,game represents something
8.057943925233644,also lacks precision
8.056818181818182,would button smash
8.056435309973045,homicidal orcs like
8.056236481614997,installed steam thats
8.055966343702192,two games fortunately
8.055357142857142,specially powered orcs
8.055321507760532,good gamesome times
8.055072463768116,new years eve
8.054714587737843,stealth side quest
8.054714587737843,side quest stealth
8.054545454545455,working gtx sli
8.054545454545455,lacks direction intially
8.054460093896713,whaddaya mean theres
8.054249390456288,bit repetitive onece
8.054249390456288,bit repetitive hence
8.054249390456286,tittle bit repetitive
8.054138755980862,avoiding story missions
8.054112554112555,countering every attack
8.052472089314195,new monstersthe story
8.052472089314195,gripping lotr story
8.052238805970148,playing around n
8.051754696915987,quicktime events spoiler
8.051715265866209,importantly even though
8.051378446115288,excellent learning curve
8.051282051282051,worse ultimately unrequired
8.050089445438282,complacent ill edit
8.05,novelty soon wears
8.04915254237288,assassins creed vibe
8.048863636363636,would say forty
8.048275862068966,tailions abilities gain
8.047619047619047,elf named celebrimbor
8.047619047619047,elf name redacted
8.046212121212122,fight even dirtier
8.045522611560347,like taking candy
8.045454545454545,underwhelmingly lame compared
8.045238095238096,suppper easy world
8.04516129032258,following paragraph spoiler
8.045112781954888,repetative cutscenese seem
8.044444444444444,third age ftw
8.04419191919192,contradict every part
8.043956043956044,constant freezetoblack screen
8.04312668463612,become complety overpowered
8.043050430504305,rune slots one
8.043050430504305,one called latbag
8.043050430504305,dollar ths one
8.043036750483559,repetitive side quests
8.042975992393629,second game btw
8.042507645259938,much improves throughout
8.04245283018868,thirdperson action games
8.04245283018868,storybased action games
8.042135656259177,normal game akin
8.041666666666666,unwanted qte bossbattle
8.040877886415645,multiple approachs story
8.04016913319239,gollum side quest
8.040102557359806,reacting quickly like
8.040079365079364,outstanding boss fight
8.04004214963119,youll probably wind
8.039967056004793,gets stuck like
8.03982683982684,new mechanics relating
8.038789923052597,tastes overall though
8.038789923052597,deadline overall though
8.03825136612022,id call irritating
8.0375,say tactical insertion
8.036552100381886,payed full price
8.03599270572145,unimaginably good also
8.035833135250773,game slightly imbalance
8.035772357723577,main difficulty arising
8.035714285714285,started fookin crashing
8.035,outcast missions mechanically
8.034949759720401,great graphics fills
8.034510383928021,awesome earlymid game
8.0337959912428,side quests dont
8.033469387755103,stealth frontal combat
8.033333333333333,terrifying dark giant
8.033333333333333,new photomode allows
8.033333333333333,biased towards lotr
8.033333333333333,add another section
8.033259423503326,major gollum vibesspoiler
8.03308588250352,game design decisions
8.032967032967033,fresh tale set
8.031884057971014,weapon typessword bow
8.031698113207547,become terminally bored
8.03125,keyboard smashes due
8.031114917217192,releaseand im playing
8.031114917217192,machines im playing
8.03089143865843,gollum thing annoys
8.03059163059163,really help prolong
8.030588235294118,stealth mission grumble
8.030478553963098,side quests like
8.030303030303031,orks ork trainer
8.03012048192771,well diedof sorts
8.03012048192771,jrr tolkien well
8.029714587737843,quest side missions
8.029504504504505,open world element
8.029411764705882,engaging distinct lack
8.029400386847195,side quests tend
8.029294935451837,arkhamstyle fighting games
8.028161653698756,much daker feel
8.027363636363637,miserable time getting
8.027020202020202,really looked outstanding
8.026092875510514,anticlimaticthe whole game
8.026092875510512,whole game boils
8.026012634708287,grindfest still worth
8.025396825396825,creating new captains
8.025097125097124,really distracting since
8.025,darksiders element comes
8.024092888243832,cool though spoileractually
8.023809523809524,explained nicely replayabilitywell
8.023675080539526,game says quests
8.023412260254366,story still advances
8.023260846045655,still feel challenged
8.022745098039216,sank many hours
8.022535211267606,repetiveness maybe check
8.022535211267606,maybe force unleashed
8.022365196078432,batman arkham asylum
8.022312373225152,moves youve learnt
8.022168568920105,swaying around makes
8.021767822288316,envolope things like
8.021739130434783,releasing isnt worth
8.021547420965058,video game normally
8.021052631578947,stable using gamestream
8.020499108734402,goodh ive gone
8.020273504273504,respectable time still
8.02027027027027,abruptly plateaus right
8.019138755980862,creatures however story
8.019138755980862,abounding story lines
8.018987341772153,step gameworld feel
8.017156862745098,okay arkham asylum
8.016777259684362,main mission line
8.016,time gap filler
8.016,strict time limit
8.016,long time preparing
8.015819209039547,assassins creed flaws
8.014455782312925,war chiefs show
8.014411557434812,every single quest
8.014224751066855,rather disguesting yet
8.013513513513514,intrested quite fast
8.013043478260869,heyits uruk simulator
8.012903225806452,quick minuvering especially
8.012842872998256,mobs feeling like
8.012842872998256,like farcrymad max
8.012041598248494,bit stitched together
8.011904761904763,non regular gamer
8.011695906432749,slow learning curve
8.011627906976745,doubt ill manage
8.011363636363637,would recommend avoiding
8.011363636363637,would gladly recommend
8.011363636363637,would bnotb recommend
8.011363636363637,npc would refuse
8.010628019323672,way gets rid
8.010148321623731,uncomfortable im old
8.009756097560976,skill tree feels
8.00952380952381,weird mouse acceleration
8.009408602150538,crushingmaking uruks fight
8.009047420965057,game writers put
8.008928571428571,solidly put together
8.008603958230823,playing middle shadow
8.008484848484848,takes hours hurr
8.007621410847218,lore dont fret
8.007449167335,good side quests
8.007425607425606,really sure wether
8.006105006105006,underwhelming spoilerfinal boss
8.006060606060606,cant really rely
8.006060606060606,cant really connect
8.00599334073252,repeatitive play though
8.005645730416372,actually great touches
8.00515995872033,big learning curve
8.00488088485536,main quest missions
8.004545454545454,industry delivering even
8.004545454545454,even notice h
8.004127966976265,steam achievements excluded
8.003921568627451,dark monument mission
8.003752161816678,nemesis system needs
8.003331112591606,fights became simpler
8.003225806451614,glowing reviews might
8.002262443438914,arent nazguls anymore
8.002020202020201,really drilled home
8.001897376670517,rd campaign story
8.001745962461808,styx series feel
8.001318391562293,two major subplots
8.001318391562293,two major drawbacks
8.001162790697673,dank nd looks
8.001078167115903,like assian creed
8.001075268817203,new uruks climbed
8.000813107913228,much fun httpkotakucomtipsforplayingmiddleearthshadowofmordor
8.000673400673401,rpglite upgrade system
8.000118849536488,slash roleplaying game
8.0,stress relief cinematics
8.0,solid ratbag punts
8.0,shitty translators work
8.0,sensitivity sliders turned
8.0,resolution texture pack
8.0,quite sceptical towards
8.0,long positive factors
